Time,Flux,Flux_err,Band
31968.0,6.1609443832e-13,5.64838776178e-15,R
33696.0,5.88365620884e-13,5.39416843547e-15,R
35424.0,5.56733414951e-13,5.10416262831e-15,R
37152.0,5.17186628887e-13,4.74159551436e-15,R
38880.0,5.03091857424e-13,4.61237387286e-15,R
41472.0,4.76044211075e-13,4.36439956062e-15,R
43200.0,4.63070684718e-13,4.24545755604e-15,R
127008.0,1.60563670756e-13,1.47205658171e-15,R
206496.0,9.58621771849e-14,2.61251046307e-15,R
294624.0,7.13916284378e-14,6.54522383713e-16,R
379296.0,5.46571884939e-14,5.01100116118e-16,R
464832.0,4.3817469022e-14,7.99758941309e-16,R
552096.0,3.78135357834e-14,6.90174809734e-16,R
637632.0,3.41701817103e-14,6.23676103593e-16,R
723168.0,3.00363591275e-14,1.08644443642e-15,R
809568.0,2.94881337892e-14,5.38219098156e-16,R
895104.0,2.76469538959e-14,7.53456247775e-16,R
980640.0,2.52143216283e-14,4.60213235072e-16,R
1067040.0,2.36399899891e-14,6.44255357087e-16,R
1154304.0,2.05895705474e-14,5.61122958657e-16,R
1245024.0,1.91270189568e-14,5.21264367443e-16,R
1327104.0,1.54755926014e-14,6.96516402777e-16,R
1411776.0,1.42445025826e-14,6.41108224655e-16,R
1669248.0,1.1314810591e-14,7.06474065315e-16,R
1755648.0,9.07083544217e-15,8.73979768632e-16,R
1848096.0,1.10064505899e-14,1.24201177788e-15,R
1928448.0,9.15476684914e-15,9.57911175599e-16,R
2020032.0,8.90527403683e-15,8.58027840095e-16,R
2106432.0,8.42650122579e-15,1.1546114352e-15,R
2193696.0,8.82362999371e-15,9.95693596792e-16,R
2278368.0,7.47562122291e-15,7.2028003908e-16,R
3403296.0,2.79027680107e-15,5.32675283752e-16,R
3489696.0,3.99620067012e-15,5.79182499093e-16,R
3576096.0,3.11635761025e-15,5.71594922871e-16,R
3741984.0,2.25760151732e-15,0.0,R
3832704.0,3.03142821367e-15,5.56017374348e-16,R
4572288.0,4.6735542501e-15,0.0,R
