time_sec	mag	mag_err	band	source
53098.0	19.36956850089288	0.148408	r	nissim
53413.1	19.621325500892876	0.162243	r	nissim
53719.9	19.976565500892878	0.146779	r	nissim
54021.6	19.838299500892877	0.144814	r	nissim
54199.8	19.708195500892877	0.11998	r	nissim
56155.9	19.38874350089288	0.097847	r	nissim
57257.7	20.714377500892876	0.157374	r	nissim
57532.6	21.071013500892878	0.316633	r	nissim
55146.7	20.481467500892876	0.130304	r	nissim
54577.5	21.394158261057378	0.061868	i	nissim
54571.9	20.32953528605151	0.096386	Z	nissim
54571.9	20.061182619669438	0.264741	Y	nissim


time_sec	mag	mag_err	band	source
39970.0	20.874541892975568	0.08	g	manual
39970.0	20.54615750089288	0.05	r	manual
39970.0	20.414024261057374	0.06	i	manual
39970.0	20.25762228605151	0.08	z	manual
39970.0	19.62673333397508	0.1	J	manual
39970.0	19.616929854661223	0.3	H	manual
331.0	15.859834418505429	0.03	u	manual
5037.0	18.66983441850543	0.16	u	manual
51166.0	20.50615750089288	0.06	r	manual
51166.0	20.71402426105737	0.07	i	manual
51166.0	20.49762228605151	0.13	Z	manual
51166.0	20.43989261966944	0.3	Y	manual
