15156.918720000001	2.0217173045876855e-12	7.389386198126633e-14	7.669714626210862e-14	beta?	z?
15551.999999999998	2.0028887555840474e-12	7.321563051069628e-14	7.599357693147892e-14	beta?	z?
18144.	1.7576663096016912e-12	6.435710797489882e-14	6.680310977003147e-14	beta?	z?
18276.91776	1.7740948222227632e-12	6.495328722785501e-14	6.74217367010717e-14	beta?	z?
101087.99999999999	6.596294368596012e-13	2.46779443388106e-14	2.5637074199853365e-14	beta?	z?
101376.92159999999	6.596033131068917e-13	2.4677961141558394e-14	2.5637131797162383e-14	beta?	z?
108636.92352	5.765030753626852e-13	3.22785009869036e-14	3.419297099619584e-14	beta?	z?
108696.91967999999	5.237953376191509e-13	2.462824333422003e-14	2.5843368242639572e-14	beta?	z?
108863.99999999999	5.877069524888026e-13	2.80363334678397e-14	2.9440795248760585e-14	beta?	z?
108863.99999999999	5.764823675553593e-13	3.2278494384290866e-14	3.4193036435683416e-14	beta?	z?
119232.	6.045012850002885e-13	2.885743602022351e-14	3.0304079835035116e-14	beta?	z?
119232.	5.485719894439709e-13	3.5828932394437654e-14	3.833254971090028e-14	beta?	z?
147595.39200000002	4.784626357567508e-13	1.4169879086170065e-14	1.4602333546058924e-14	beta?	z?
150801.31584000002	3.8694677232154423e-13	3.775417496499971e-14	4.183609920416801e-14	beta?	z?
168947.424	3.723149097765824e-13	4.065390659865943e-15	4.110271645065102e-15	beta?	z?
170524.22400000002	3.8235011785049874e-13	1.8516329563938903e-14	1.945866771822454e-14	beta?	z?
186624.00000000003	3.2304217703044875e-13	1.9831124217021096e-14	2.1128153082102417e-14	beta?	z?
186624.00000000003	3.378326566294099e-13	2.301645957298612e-14	2.4699211020428877e-14	beta?	z?
190056.92255999998	3.2595828818921354e-13	3.748248513121474e-15	3.791851645197862e-15	beta?	z?
190056.92255999998	3.4779651694351095e-13	6.976990727534974e-15	7.11981822381306e-15	beta?	z?
190476.9216	3.2743720791439293e-13	1.2975485851930143e-14	1.3510887210128561e-14	beta?	z?
190536.91776	2.6727013214813014e-13	1.0804775798511608e-14	1.1259976382783957e-14	beta?	z?
190944.	2.931619679533611e-13	1.2330695098916554e-14	1.28721093085137e-14	beta?	z?
190944.	3.2739167237807554e-13	1.2975621641742991e-14	1.3511111978814419e-14	beta?	z?
231056.92799999999	2.412239520581313e-13	1.071167098264864e-14	1.1209431426062759e-14	beta?	z?
277344.	1.866703012679627e-13	9.086679774061211e-15	9.551631150892843e-15	beta?	z?
277344.	1.9280470528035786e-13	1.2526897468480922e-14	1.3397349367638615e-14	beta?	z?
279696.92256	1.8210858856828237e-13	1.0047483285497593e-14	1.06342046145651e-14	beta?	z?
279936.	1.8208242484741436e-13	1.0047592570027523e-14	1.0634416267977807e-14	beta?	z?
280716.91776	1.7943304548053307e-13	1.7004442742966106e-14	1.8784616112221745e-14	beta?	z?
280800.	1.7941932909761024e-13	1.700445926801529e-14	1.8784786619205307e-14	beta?	z?
312768.	1.3971042969840003e-13	1.7984923740894426e-14	2.06421933034358e-14	beta?	z?
316154.88	1.5678237116059751e-13	4.709246898356534e-15	4.855078099347653e-15	beta?	z?
335705.47199999995	1.3024840940233772e-13	6.555573017816491e-15	6.90301058047691e-15	beta?	z?
336108.96	1.4109993977484338e-13	4.601480790159733e-15	4.756600676638018e-15	beta?	z?
360288.	1.1487576813591515e-13	8.906321037311248e-15	9.654862778270787e-15	beta?	z?
360456.92064	1.148558786133537e-13	8.906447685143601e-15	9.655152134739888e-15	beta?	z?
361116.9216	1.1292383749884805e-13	7.200099837275004e-15	7.690447973024103e-15	beta?	z?
361152.	1.1291749326849389e-13	7.2001919091341e-15	7.690582439934628e-15	beta?	z?
363744.	1.2852559657065064e-13	9.415595544346871e-15	1.0159894416740305e-14	beta?	z?
363744.	1.2060119979599022e-13	9.234438899106291e-15	1.000015086823091e-14	beta?	z?
367176.92256	1.316533845324668e-13	4.684978232091678e-15	4.8578481741089526e-15	beta?	z?
367176.92256	1.2655847364430265e-13	5.121194420380464e-15	5.337162963639543e-15	beta?	z?
402105.60000000003	1.2159553513794207e-13	6.278659192107031e-15	6.620513417061451e-15	beta?	z?
450144.00000000006	9.940412993906417e-14	9.05694434718635e-15	9.964866828341791e-15	beta?	z?
450144.00000000006	9.232072968121599e-14	1.583673750661835e-14	1.9115884524480614e-14	beta?	z?
454463.99999999994	8.099504077520925e-14	6.660375804427835e-15	7.2571445646505e-15	beta?	z?
454476.9168	1.0030265488162052e-13	4.951326365411659e-15	5.208434820619525e-15	beta?	z?
454476.9168	9.603360417312622e-14	3.662854488947044e-15	3.8081007173588514e-15	beta?	z?
454476.9168	8.099339960966951e-14	6.660391467532729e-15	7.257176336186996e-15	beta?	z?
455076.9216	8.989915888132931e-14	7.318134009080955e-15	7.966649639126506e-15	beta?	z?
455328.	8.984949249477562e-14	7.318993985828453e-15	7.968059166972206e-15	beta?	z?
490034.88	8.315217785301809e-14	7.448017255999137e-15	8.180776996126526e-15	beta?	z?
535680.	8.401198156211021e-14	9.351898564150203e-15	1.0523314443188472e-14	beta?	z?
535680.	7.072126630804048e-14	1.1253598276360458e-14	1.3383217250123094e-14	beta?	z?
541416.9168	7.52840246775945e-14	7.018488070238674e-15	7.740069958262309e-15	beta?	z?
541728.	6.595638256772471e-14	7.414313414655797e-15	8.353331187789342e-15	beta?	z?
541728.	7.524437313001909e-14	7.0189766170047434e-15	7.741083563509055e-15	beta?	z?
541896.9206399999	6.592219026828893e-14	7.414921028085238e-15	8.354651331118434e-15	beta?	z?
576797.76	6.900974591397261e-14	9.17220349174451e-15	1.0578165593268244e-14	beta?	z?
620351.9999999999	5.485305602235766e-14	6.703120667470583e-15	7.636285506665128e-15	beta?	z?
620616.91968	5.4819620962535537e-14	6.7035509232585506e-15	7.637492430618277e-15	beta?	z?
621216.	7.399364615218039e-14	9.880951831958698e-15	1.1403789237884367e-14	beta?	z?
621216.	4.6797562004898476e-14	7.571539931424779e-15	9.033024270208316e-15	beta?	z?
621216.	6.786071456270469e-14	2.1278695541762044e-14	3.099881702802563e-14	beta?	z?
621216.91584	4.6797389596626095e-14	7.5715445524102e-15	9.033037270910247e-15	beta?	z?
663301.4400000001	6.598038242209452e-14	8.643912831358635e-15	9.947049030176818e-15	beta?	z?
683867.232	5.996961053629586e-14	9.94166039071244e-15	1.1917288235480345e-14	beta?	z?
694224.	4.403613844058282e-14	5.692020802166453e-15	6.536977025121602e-15	beta?	z?
694396.8	3.9501394571477456e-14	4.218998707534861e-15	4.723498179816204e-15	beta?	z?
694656.	4.7351095198044534e-14	5.726514818090933e-15	6.514341906375509e-15	beta?	z?
710208.0000000001	7.200708471381958e-14	1.0746774965175462e-14	1.2632060439996293e-14	beta?	z?
710208.0000000001	5.2743534329705355e-14	9.354016063369197e-15	1.1370577205548395e-14	beta?	z?
751083.84	6.680910108744444e-14	8.186226766989163e-15	9.329369430281754e-15	beta?	z?
