#t (days) 	Mag	err	Filter 		
0.15 		19.60	0.08	r 		
0.18 		19.97	0.08	r 		
0.19 		20.74	0.14	g 		
0.31 		20.70	0.13	g 		
0.97 		21.52	0.21	g 		
0.97 		21.29	0.18	r 		
0.97 		21.15	0.25	i 		
0.97 		20.82	0.40	z 		
1.01 		21.83	0.21	g 		
1.01 		21.00	0.16	r 		
1.01 		21.15	0.27	i 		
1.25 		21.52	0.32	i 		
1.27 		21.45	0.25	i 		
1.31 		21.58	0.26	r 		
1.33 		22.53	0.10	g 		
1.35 		21.90	0.07	r 		
1.35 		21.56	0.05	i 		
4.33 		25.09	0.26	r 		
