76		4.38E-11	5.26E-13	5.26E-13	R
92		3.09E-11	4.94E-13	4.94E-13	R
117		4.85E-11	5.82E-13	5.82E-13	R
237		3.00E-11	2.40E-13	2.40E-13	R
436		1.56E-11	1.25E-13	1.25E-13	R
729		9.59E-12	7.67E-14	7.67E-14	R
2601		3.96E-12	3.17E-14	3.17E-14	R
3222		5.32E-12	2.13E-13	2.13E-13	R
6300		2.32E-12	4.64E-14	4.64E-14	R
7329		1.90E-12	2.27E-14	2.27E-14	R
9000		1.91E-12	2.30E-14	2.30E-14	R
11160		1.53E-12	3.07E-14	3.07E-14	R
39631		4.03E-13	1.13E-14	1.13E-14	R
40291		3.85E-13	9.24E-15	9.24E-15	R
41152		4.42E-13	8.84E-15	8.84E-15	R
47366		4.15E-13	2.32E-14	2.32E-14	R
48142		4.55E-13	1.64E-14	1.64E-14	R
48960		3.35E-13	1.34E-14	1.34E-14	R
49075		3.45E-13	4.14E-15	4.14E-15	R
49171		9.24E-14	3.33E-15	3.33E-15	R
50925		4.34E-13	1.56E-14	1.56E-14	R
53595		3.29E-13	1.71E-14	1.71E-14	R
55010		3.17E-13	1.65E-14	1.65E-14	R
56125		2.62E-13	4.19E-15	4.19E-15	R
56160		2.79E-13	1.12E-14	1.12E-14	R
58717		2.57E-13	1.03E-14	1.03E-14	R
64440		2.32E-13	9.28E-15	9.28E-15	R
72576		2.12E-13	8.47E-15	8.47E-15	R
