time_sec	flux	flux_err	band	logF	logT	mag	mag_err	source
21854.0	1.289500637728657e-13	9.504239391535926e-15	R_c	-12.898869880563412	4.339530938740656	20.12	0.08	manual
22257.0	1.155337468886628e-13	1.6103439152286346e-14	I_c	-12.943938534788332	4.347466625800622	19.76	0.15	manual
13033.0	4.637585625233663e-14	1.2846887842774137e-15	r	-13.34372738136961	4.115044395258413	21.46	0.03	manual
189433.0	4.441166127872498e-14	1.3959781294047843e-15	i	-13.359948412108162	5.277455637125061	21.28	0.03	manual
275833.0	3.462131760675864e-14	2.4512323378337372e-15	z	-13.466194440480274	5.440646222900608	21.36	0.07	manual
201868.0	1.2994576116981984e-14	1.1968446902695669e-15	R	-13.895748565630322	5.305067480286539	22.63	0.1	manual
285873.0	6.050093931292371e-15	1.0030216390133438e-15	R	-14.227748565630325	5.456173139251876	23.46	0.18	manual
23546.0	9.500842472425728e-14	1.2250839018819617e-14	R	-13.031748565630322	4.371917139682522	20.47	0.14	manual
37971.0	7.687092683179452e-14	1.4160148016602083e-14	R	-13.123748565630322	4.579452034821206	20.7	0.2	manual
110888.0	1.9850073417492733e-14	1.828259325838246e-15	R	-13.711748565630325	5.044884550515601	22.17	0.1	manual
8047.0	2.5027735769144336e-13	6.915566357015794e-14	Rc	-12.610869880563412	3.9056340013269546	19.4	0.3	manual
8047.0	4.728175732122183e-13	9.072676943033523e-14	J	-12.32841523053944	3.9056340013269546	17.3	0.2	manual
23467.0	1.0611141780404854e-13	4.886611376641302e-15	R	-12.983748565630323	4.370457573334345	20.35	0.05	manual
33127.0	7.830006406260386e-14	4.32702144698473e-15	R	-13.115748565630325	4.520182107706926	20.68	0.06	manual
43687.0	5.4170409343446366e-14	2.993567448854519e-15	R	-13.27574856563032	4.64035222259514	21.08	0.06	manual
6327.0	2.9897001039197554e-13	5.979803392236061e-14	H	-12.52634115938912	3.801197834459149	17.0	0.2	manual
6327.0	2.7634038315546394e-13	5.5448132253885216e-14	Ks	-12.5598798613946	3.801197834459149	16.6	0.2	manual
6837.0	2.4867242329023426e-13	4.973783819978809e-14	H	-12.60634115938912	3.834865579900038	17.2	0.2	manual
6837.0	2.7634038315546394e-13	5.5448132253885216e-14	Ks	-12.5598798613946	3.834865579900038	16.6	0.2	manual
16747.0	1.569016918446607e-13	3.13824543107238e-14	H	-12.80634115938912	4.223937020319982	17.7	0.2	manual
16747.0	1.7435899432841064e-13	5.013427157994217e-14	Ks	-12.759879861394602	4.223937020319982	17.1	0.3	manual
17723.0	1.569016918446607e-13	3.13824543107238e-14	H	-12.80634115938912	4.248537237481559	17.7	0.2	manual
18777.0	1.569016918446607e-13	3.13824543107238e-14	H	-12.80634115938912	4.273626206272959	17.7	0.2	manual
6837.0	1.4502549464826833e-13	4.1699870790818246e-14	Ks	-12.8398798613946	3.834865579900038	17.3	0.3	manual
