time_sec	flux	flux_err	band	logF	logT	mag	mag_err	source
22780.0	6.715382241965233e-13	3.9755785308884547e-14	g'	-12.212264538417614	4.357553719743081	18.79	0.03	manual
22780.0	7.574798785501295e-13	2.1191347499756813e-14	r'	-12.147840859892964	4.357553719743081	18.46	0.03	manual
22780.0	8.23091138800159e-13	3.5552271950012187e-14	i'	-12.104773478336096	4.357553719743081	18.22	0.03	manual
22780.0	9.412823472327874e-13	6.633194397693618e-14	z'	-12.041321095359365	4.357553719743081	17.95	0.03	manual
22780.0	4.611359049711052e-13	5.886746943008096e-14	J	-12.344614510077069	4.357553719743081	17.62	0.05	manual
22780.0	3.742293032996619e-13	6.687382405217616e-14	H	-12.432209329435064	4.357553719743081	17.17	0.05	manual
22780.0	2.726386988333334e-13	6.784704535478587e-14	K	-12.568009003799782	4.357553719743081	16.81	0.11	manual
32253.0	4.0002023111278756e-13	2.5790257389577457e-14	R	-12.423748565630325	4.508570116579046	18.95	0.07	manual
32603.0	5.519448209628447e-13	4.641523014647913e-14	I	-12.276027313740943	4.513257563979005	18.18	0.08	manual
15104.0	1.4492315865648499e-12	2.836019140431452e-13	H	-11.844209329435063	4.179091976953994	15.7	0.1	manual
22784.0	3.609848799127156e-11	4.146512535478221e-12	u	-10.500766258750431	4.357629971956762	14.71	0.04	manual
22805.0	1.7082587261555963e-12	1.359118012131303e-13	v	-11.803136535695655	4.3580300765769575	17.69	0.08	manual
22839.0	6.587884611007651e-19	1.2729262368289713e-19	w1	-18.25933662381739	4.358677084512974	17.25	0.11	manual
23428.0	1.1920796911878092e-18	2.6222318330258315e-19	m2	-18.0327079692259	4.369735215355923	17.61	0.11	manual
23348.0	5.800269552587745e-19	1.366614690098107e-19	w2	-18.333133086019565	4.368249684638123	18.08	0.11	manual
