time_sec	flux	flux_err	band	source
1084.0	2.839026981793085e-13	3.5333545355548374e-14	I	manual
364.0	2.365841244265637e-13	2.0287631488143195e-14	g	manual
364.0	2.9514312155600563e-13	1.363494154796644e-14	r	manual
364.0	3.458077331420825e-13	2.4281543865080685e-14	i	manual
364.0	3.8476713982628164e-13	4.1141459701611915e-14	z	manual
364.0	1.2826954839328863e-13	1.4627695723313173e-14	J	manual
364.0	7.466167104833462e-14	1.1561982243081139e-14	H	manual
292.0	1.4044786527870415e-13	3.719897099432036e-14	u	manual
124.0	2.7927538953779454e-13	2.5742628883753327e-14	r	manual
124.0	6.121173662902395e-13	3.293215830523786e-14	i	manual
124.0	4.499849357112935e-13	4.811491206670366e-14	z	manual
124.0	2.9384855924931503e-13	3.989633995276561e-14	J	manual
124.0	2.7108014290114505e-13	4.648866250678743e-14	H	manual
9568.0	3.4263734878812916e-14	4.211799996617241e-15	i	manual
9568.0	2.5954604339204964e-14	5.181326946261119e-15	Z	manual
15365.4	2.5443137575748415e-14	2.3410561724831853e-11	r	nissim
15365.45	3.366664976062508e-14	3.79507458916472e-15	i	nissim
15359.0	4.8939284175913956e-14	4.5029671800566706e-11	Z	nissim
15411.35	1.1045202255642503e-13	1.0162834250457136e-10	Y	nissim
