time_sec	flux	flux_err	band	source
5112	4.821605183350563e-13	1.3322587463382994e-14	R	29802
5112	5.274374712247754e-13	1.666779277972836e-14	I	29802
52380	3.259805178525064e-14	9.007174572163926e-15	R	29808
57450.6	3.088667966036679e-14	1.1390584274471097e-15	r	29806
60767.7	2.8954338428020655e-14	4.267135264104955e-15	r'	29809
705	1.6758611932693196e-12	2.785445358320262e-13	v_swift	29811
545	1.4555658330290961e-12	2.313202265680025e-13	b_swift	29811
403.5	5.922927527638351e-13	4.556095027345183e-14	u_swift	29811
969	7.7032643430755e-14	4.6942594134352644e-15	uvw1_swift	29811
3234.5	6.353609999903033e-14	4.664158989062127e-15	uvm2_swift	29811
3092	4.541721413016824e-14	3.569010219745565e-15	uvw2_swift	29811
