time_sec	flux	flux_err	band_init	band_norm	source
131.9932744	1.3572269301302042e-12	3.750156596553455e-13	R	R	Li_Liang
174.36	1.4211910647228218e-12	1.7016549471620948e-13	R	R	Li_Liang
186.99328	1.7891735463943677e-12	1.6478897346827849e-13	R	R	Li_Liang
259.920872	1.4881697361061219e-12	1.3706549800811356e-13	R	R	Li_Liang
320.376	1.1393377004708677e-12	1.574053202994201e-13	R	R	Li_Liang
388.8	1.0107702907142325e-12	5.585723049215639e-14	R	R	Li_Liang
464.664	8.253772008902433e-13	1.3683608919842585e-13	R	R	Li_Liang
553.2633888	7.12282818184229e-13	6.560367196587176e-14	R	R	Li_Liang
609.816	8.407221087230146e-13	1.6261007237127514e-13	R	R	Li_Liang
754.968	4.371721307331823e-13	1.167686196306457e-13	R	R	Li_Liang
900.12	3.377944177624508e-13	1.9600569849077843e-13	R	R	Li_Liang
1045.272	4.45299767462088e-13	1.2714223520251795e-13	R	R	Li_Liang
1071.69505	4.4942007548038924e-13	8.278623730347225e-14	R	R	Li_Liang
1189.56	3.807610084121218e-13	1.7183998590477385e-13	R	R	Li_Liang
1271	3.738113367908156e-13	3.442929646746835e-14	R	R	Li_Liang
1335.576	3.167032122457229e-13	1.8085055166424203e-13	R	R	Li_Liang
1780.012333	2.835648973811943e-13	5.223458444850595e-14	R	R	Li_Liang
3586.715479	1.6317456678005171e-13	3.005786600188068e-14	R	R	Li_Liang
6372	8.56352299691958e-14	2.366188847546246e-14	R	R	Li_Liang
7394.863082	1.0295619134224735e-13	2.844784696993216e-14	R	R	Li_Liang
15287.1521	4.4942007548038925e-14	8.278623730347226e-15	R	R	Li_Liang
16383	4.4942007548038925e-14	8.278623730347226e-15	R	R	Li_Liang
43023	1.5158368771604638e-14	1.5357510945745452e-15	R	R	Li_Liang
69638.4	9.389716248293082e-15	1.7296496528610903e-15	R	R	Li_Liang
