#Time (d)	mag	err	band
0.322		22.20	0.08	r
0.330		22.21	0.06	r
0.347		22.31	0.03	r
0.369		22.44	0.04	r
0.392		22.44	0.03	r
0.415		22.49	0.03	r
0.438		22.48	0.04	r
0.454		22.55	0.08	r
1.392		23.63	0.06	r
2.402		24.05	0.10	r
3.387		24.48	0.18	r
6.409		24.33	0.22	r
8.365		24.38	0.47	r
14.369		0.31	24.01	r
17.343		24.73	0.13	r
21.357		0.24	23.91	r
22.317		0.46	23.85	r
24.327		24.63	0.19	r
28.333		25.05	0.22	r
2534.453	0.43	25.13	r
