#		Time (s)     Err_Time (s)     Flux (erg/cm^2/s/A)    Err_Flux (Jy)		beta	z
            744.6000               0.0010    1.2246355084705369e-03    4.5117240757318421e-05	1.004	2.1992
            804.6000               0.0010    1.1481717239712674e-03    5.2875263438438948e-05	1.004	2.1992
            865.6000               0.0010    1.1168808564524064e-03    5.1434265695040014e-05	1.004	2.1992
            925.6000               0.0010    1.0764821847878572e-03    4.9573838058451142e-05	1.004	2.1992
            985.6000               0.0010    1.0864427519563899e-03    6.0039046969508116e-05	1.004	2.1992
           1045.6000               0.0010    9.8176341955264162e-04    4.5211877595731178e-05	1.004	2.1992
           1105.6000               0.0010    9.4625207757767743e-04    4.3576519815377311e-05	1.004	2.1992
           1165.6000               0.0010    9.7276255828641022e-04    5.3756847125140568e-05	1.004	2.1992
           1225.6000               0.0010    8.6299215032948056e-04    5.5639161701882611e-05	1.004	2.1992
           1285.6000               0.0010    8.0910865164686809e-04    5.2165164058774926e-05	1.004	2.1992
           1345.6000               0.0010    8.7097731850108867e-04    4.8131986743616412e-05	1.004	2.1992
           1465.6000               0.0010    8.0169069883080223e-04    5.1686910952912434e-05	1.004	2.1992
           1525.6000               0.0010    8.3947321802867571e-04    4.6391005762714047e-05	1.004	2.1992
           1585.6000               0.0010    7.8705819429935426e-04    5.0743518495150289e-05	1.004	2.1992
           1645.6000               0.0010    9.2046408107788655e-04    1.2716681596445191e-04	1.004	2.1992
           1705.6000               0.0010    7.4474371099023486e-04    5.4874746124599377e-05	1.004	2.1992
           1765.6000               0.0010    7.7269276307831924e-04    4.9817344890536060e-05	1.004	2.1992
           1825.6000               0.0010    7.4474371099023486e-04    4.8015402859024460e-05	1.004	2.1992
           1886.6000               0.0010    7.5163473980751207e-04    5.5382495906578184e-05	1.004	2.1992
           1946.6000               0.0010    6.7921433603305255e-04    5.0046363203852276e-05	1.004	2.1992
           2006.6000               0.0010    6.5464648997075380e-04    4.8236137356218959e-05	1.004	2.1992
           2066.6000               0.0010    6.7921433603305255e-04    5.6302158604333820e-05	1.004	2.1992
