z=   3.2400000e+00 0.
Total_Energy(erg)    5.7649662999092077e+05    6.2704925968922587e+04
Total_Energy_common(erg)            -NaN                      -NaN
T_min_T_max    5.7311320625810531e+01    6.7195754565842299e+03
