z=   3.2100000e+00 0.
TotalEnergy(erg)    7.4784942666944861e+05    3.8113207403603750e+06
TotalEnergy(erg)                      -NaN                      -NaN
Energy1(erg)    9.1576225820068293e+05    3.3279611499575288e+06
Energy2(erg)    5.4000777482465457e+05    4.5206020228943499e+06
Energy3(erg)    5.6253736883387377e+05   -4.8230536469174158e+06
T_min_T_max    2.0475059196897501e+01    1.5280284897174201e+03
Interval1    2.0475059196897501e+01    1.6717542773723603e+03
Interval2    1.6717542773723603e+03    8.6296794456333350e+02
Interval3    8.6296794456333350e+02    1.5280284897174201e+03
