z=   5.4000002e-01 0.
TotalEnergy(erg)    1.6414380128959694e+05    6.0967128538143108e+04
TotalEnergy_common(erg)    6.9339455527256138e+05    6.0002838168797130e+05
Energy1(erg)    7.8900390179265931e+05    2.0128235019487988e+06
Energy2(erg)    8.2544896763639059e+05    2.8150735132431029e+05
Energy3(erg)    1.0773650881540013e+05    3.7628356015795231e+04
T_min_T_max    4.2142856555657403e+02    4.3068181218089018e+05
Interval1    4.2142856555657403e+02    1.8500000000000000e+03
Interval2    1.8500000000000000e+03    3.4309495269327395e+04
Interval3    3.4309495269327395e+04    4.3068181218089018e+05
