z=   5.4000002e-01 0.
TotalEnergy(erg)    8.0617830896581494e+04    2.2942015030642451e+04
TotalEnergy_common(erg)    4.7659427708102594e+05    3.5347662831224618e+05
Energy1(erg)    6.4140034357127419e+05    1.2058487282972580e+06
Energy2(erg)    5.9002079899114917e+05    1.6358490729678440e+05
Energy3(erg)    5.5546808633814886e+04    1.4602463409171671e+04
T_min_T_max    4.8636362958686277e+02    7.1402596407705522e+05
Interval1    4.8636362958686277e+02    1.8050000000000000e+03
Interval2    1.8050000000000000e+03    3.3830205600503956e+04
Interval3    3.3830205600503956e+04    7.1402596407705522e+05
