time_sec	flux	flux_err	band	logF	logT	mag	mag_err
50491.0	2.5022422792374015e-14	1.8447695924901407e-15	r'	-13.601670642107932	4.703213972204323	22.11	0.08
50611.0	2.379381721554593e-14	2.0226591226083968e-15	i'	-13.623535878994193	4.704244918423021	21.9	0.09
50791.0	1.7559069190375257e-14	2.9698042568636924e-15	Z	-13.7554985098535	4.705786763531621	21.52	0.18
51031.0	1.4762984185209184e-14	4.278899933785777e-15	Y	-13.830825845482325	4.707834078820702	21.4	0.31
51211.0	1.0956817027151073e-14	2.7262838594476916e-15	J	-13.960315590770627	4.709363256409316	21.24	0.26
51511.0	1.0979761982072725e-14	2.562750296409693e-15	H	-13.959407074366148	4.711899981064161	20.38	0.23
15183.0	1.5096830157060837e-13	6.961015238009805e-14	I	-12.82111423084009	4.1813575920284505	19.4	0.5
534.0	1.9938129351939243e-12	1.630448302771937e-13	J	-11.700315590770627	2.727541257028556	15.59	0.05
534.0	1.572508224762821e-12	1.844607931964451e-13	H	-11.803407074366149	2.727541257028556	14.99	0.07
534.0	2.214958229851406e-12	3.301942814428762e-13	Ks	-11.654634459380455	2.727541257028556	14.13	0.12
140791.0	1.5499916475533914e-14	2.4272175639041023e-15	r'	-13.809670642107932	5.14857489361814	22.63	0.17
141151.0	1.420574848020689e-14	2.240325188463466e-15	i'	-13.847535878994194	5.149683959301525	22.46	0.17
141511.0	1.6014061430622666e-14	3.726140281593443e-15	Z	-13.795498509853498	5.1507901999565835	21.62	0.25
