time_sec	flux	flux_err	band
130.8	9.884524216731565e-12	7.864285835987748e-13	V
132.0	9.615143490181802e-12	7.649962213945583e-13	V
133.1	9.439647343327995e-12	7.510334667721699e-13	V
134.3	8.60906069681233e-12	6.84950662415264e-13	V
573.7	2.3939585740787e-12	3.3257528811703936e-13	B
647.7	1.6863812689840627e-12	2.536167148854663e-13	v
1720.7	9.867698679154222e-13	4.564756422508692e-14	r
2165.0	6.283706320554359e-13	5.794049816475619e-14	r
