Tstart(s)          Tend(s)      Tmid(s)  ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  Calib   Galactic Extiction   Host     Corrected? Notes  
          185.6            -9.0            -9.0    -9.000    60.000 RC   11.130 100.0000  -9.0000  -9.0000  -9.0000 P60 cenko09 1 SDSS  0.000  0.000 0 nnn
          444.2            -9.0            -9.0    -9.000    60.000 RC   12.150 100.0000  -9.0000  -9.0000  -9.0000 P60 cenko09 1 SDSS  0.000  0.000 0 nnn
          702.8            -9.0            -9.0    -9.000    60.000 RC   13.010   0.0700  -9.0000  -9.0000  -9.0000 P60 cenko09 0 SDSS  0.000  0.000 0 nnn
          990.4            -9.0            -9.0    -9.000   120.000 RC   13.700   0.0400  -9.0000  -9.0000  -9.0000 P60 cenko09 0 SDSS  0.000  0.000 0 nnn
         1578.7            -9.0            -9.0    -9.000   120.000 RC   14.680   0.0900  -9.0000  -9.0000  -9.0000 P60 cenko09 0 SDSS  0.000  0.000 0 nnn
         2161.8            -9.0            -9.0    -9.000   120.000 RC   15.290   0.0600  -9.0000  -9.0000  -9.0000 P60 cenko09 0 SDSS  0.000  0.000 0 nnn
         3319.4            -9.0            -9.0    -9.000    60.000 RC   15.930   0.0500  -9.0000  -9.0000  -9.0000 P60 cenko09 0 SDSS  0.000  0.000 0 nnn
         3558.2            -9.0            -9.0    -9.000    60.000 RC   16.010   0.0500  -9.0000  -9.0000  -9.0000 P60 cenko09 0 SDSS  0.000  0.000 0 nnn
         3796.1            -9.0            -9.0    -9.000    60.000 RC   16.110   0.0500  -9.0000  -9.0000  -9.0000 P60 cenko09 0 SDSS  0.000  0.000 0 nnn
         4034.6            -9.0            -9.0    -9.000    60.000 RC   16.190   0.0600  -9.0000  -9.0000  -9.0000 P60 cenko09 0 SDSS  0.000  0.000 0 nnn
         4272.6            -9.0            -9.0    -9.000    60.000 RC   16.270   0.0600  -9.0000  -9.0000  -9.0000 P60 cenko09 0 SDSS  0.000  0.000 0 nnn
         4511.1            -9.0            -9.0    -9.000    60.000 RC   16.320   0.0500  -9.0000  -9.0000  -9.0000 P60 cenko09 0 SDSS  0.000  0.000 0 nnn
         4749.3            -9.0            -9.0    -9.000    60.000 RC   16.390   0.0600  -9.0000  -9.0000  -9.0000 P60 cenko09 0 SDSS  0.000  0.000 0 nnn
         4987.2            -9.0            -9.0    -9.000    60.000 RC   16.490   0.0600  -9.0000  -9.0000  -9.0000 P60 cenko09 0 SDSS  0.000  0.000 0 nnn
         5225.4            -9.0            -9.0    -9.000    60.000 RC   16.530   0.0500  -9.0000  -9.0000  -9.0000 P60 cenko09 0 SDSS  0.000  0.000 0 nnn
         5463.4            -9.0            -9.0    -9.000    60.000 RC   16.610   0.0500  -9.0000  -9.0000  -9.0000 P60 cenko09 0 SDSS  0.000  0.000 0 nnn
         5701.8            -9.0            -9.0    -9.000    60.000 RC   16.650   0.0500  -9.0000  -9.0000  -9.0000 P60 cenko09 0 SDSS  0.000  0.000 0 nnn
         5940.0            -9.0            -9.0    -9.000    60.000 RC   16.720   0.0600  -9.0000  -9.0000  -9.0000 P60 cenko09 0 SDSS  0.000  0.000 0 nnn
         6178.3            -9.0            -9.0    -9.000    60.000 RC   16.760   0.0500  -9.0000  -9.0000  -9.0000 P60 cenko09 0 SDSS  0.000  0.000 0 nnn
         6416.6            -9.0            -9.0    -9.000    60.000 RC   16.820   0.0600  -9.0000  -9.0000  -9.0000 P60 cenko09 0 SDSS  0.000  0.000 0 nnn
         6654.9            -9.0            -9.0    -9.000    60.000 RC   16.860   0.0500  -9.0000  -9.0000  -9.0000 P60 cenko09 0 SDSS  0.000  0.000 0 nnn
