date	time	exp	mag	magerr	band	source
2015-04-14	11:48:05	7020.0	20.35	0.15	none	manual
2015-04-13	14:08:52	60.0	14.7	0.1	none	manual
2015-04-13	14:39:52	60.0	15.6	0.1	none	manual
2015-04-13	15:11:54	60.0	16.3	0.1	none	manual
2015-04-13	18:17:28	240.0	16.09	0.3	none	manual
2015-04-13	19:23:00	n/a	17.2	0.1	R	manual
2015-04-13	19:21:35	n/a	17.2	0.1	R	manual
2015-04-14	04:54:07	n/a	20.95	0.25	B	manual
2015-04-14	05:08:05	n/a	19.82	0.14	R	manual
2015-04-13	20:56:22	300.0	17.2	0.2	I	manual
2015-04-13	21:04:43	180.0	17.6	0.1	R	manual
2015-04-13	21:11:02	360.0	17.29	0.04	I	manual
2015-04-13	17:40:32.11	180.0	16.56	0.12	R	manual
2015-04-13	17:43:36.17	180.0	16.97	0.3	R	manual
2015-04-13	17:46:40.21	180.0	16.48	0.07	R	manual
2015-04-13	17:49:44.26	180.0	16.73	0.11	R	manual
2015-04-13	17:52:48.30	180.0	16.48	0.15	R	manual
2015-04-13	17:55:52.37	180.0	16.62	0.13	R	manual
2015-04-13	17:58:56.41	180.0	16.74	0.09	R	manual
2015-04-13	18:02:00.58	180.0	16.63	0.13	R	manual
2015-04-13	18:05:04.68	180.0	16.78	0.1	R	manual
2015-04-13	18:08:08.76	180.0	16.77	0.09	R	manual
2015-04-13	18:11:12.83	180.0	16.63	0.07	R	manual
2015-04-13	18:14:16.87	180.0	16.74	0.06	R	manual
2015-04-13	18:17:20.95	180.0	16.74	0.04	R	manual
2015-04-13	18:20:25.30	180.0	16.76	0.06	R	manual
2015-04-13	18:23:29.10	180.0	16.77	0.1	R	manual
2015-04-13	18:26:33.15	180.0	16.9	0.08	R	manual
2015-04-13	18:29:37.20	180.0	16.74	0.07	R	manual
2015-04-13	18:32:41.25	180.0	16.71	0.05	R	manual
2015-04-13	18:35:45.30	180.0	16.78	0.04	R	manual
2015-04-13	18:38:49.36	180.0	16.77	0.03	R	manual
2015-04-13	18:44:31.44	180.0	16.88	0.03	R	manual
2015-04-13	18:47:35.48	180.0	16.81	0.03	R	manual
2015-04-13	18:50:39.57	180.0	16.87	0.03	R	manual
2015-04-13	18:53:43.66	180.0	16.92	0.03	R	manual
2015-04-13	18:56:47.73	180.0	16.98	0.03	R	manual
2015-04-13	18:59:51.90	180.0	17.02	0.03	R	manual
2015-04-13	19:02:55.98	180.0	16.95	0.04	R	manual
2015-04-13	19:06:00.64	180.0	16.94	0.04	R	manual
2015-04-13	19:09:04.22	180.0	17.08	0.07	R	manual
2015-04-13	19:12:08.35	180.0	17.05	0.06	R	manual
2015-04-14	03:15:21	540.0	19.1	0.1	R	manual
2015-04-14	03:22:57	n/a	19.13	0.03	R	manual
2015-04-14	10:15:04	n/a	20.23	0.03	R	manual
2015-04-15	04:25:09	n/a	21.52	0.16	R	manual
2015-04-15	10:42:09	n/a	21.74	0.18	R	manual
2015-04-13	20:58:28	n/a	17.39	0.03	Rc	manual
2015-04-14	02:25:04	n/a	18.7	0.05	Rc	manual
2015-04-15	00:18:03	n/a	21.4	0.2	Rc	manual
