RC   13.100    0.200
RC   13.400    0.200
RC   13.400    0.200
RC   13.500    0.200
RC   13.900    0.200
RC   13.900    0.200
RC   14.100    0.200
RC   14.280    0.100
RC   14.200    0.200
RC   14.400    0.200
RC   14.500    0.300
RC   14.800    0.100
RC   15.080    0.200
RC   15.300    0.200
RC   15.280    0.200
RC   15.800    0.200
RC   15.680    0.200
RC   15.880    0.200
RC   16.100    0.200
RC   16.080    0.300
RC   16.580    0.300
RC   16.900    0.200
RC   17.580    0.400
RC   18.000    0.300
RC   19.200    0.500
RC   19.480    0.600
RC   19.730    0.130
RC   20.000    0.060
RC   20.000    0.400
RC   20.390    0.070
CR   20.520    0.040
CR   20.550    0.030
CR   20.530    0.030
CR   20.580    0.060
CR   20.540    0.040
CR   20.610    0.020
CR   20.620    0.020
RC   20.540    0.070
CR   20.600    0.030
CR   20.660    0.020
CR   20.730    0.010
CR   20.750    0.010
CR   20.810    0.020
RC   20.760    0.080
RC   20.990    0.090
RC   21.070    0.090
RC   21.210    0.060
RC   21.400    0.060
RC   21.560    0.070
RC   21.840    0.080
RC   21.700    0.050
RC   22.000    0.060
RC   21.910    0.110
RC   22.580    0.300
RC   23.080    0.200
CR   23.260    0.070
RC   23.480    0.300
CR   23.330    0.100
CR   23.650    0.120
RC   23.680    0.200
CR   23.770    0.110
CR   23.770    0.110
CR   23.670    0.090
RC   24.020    0.090
gg   20.880    0.050
gg   20.900    0.040
gg   20.960    0.060
gg   20.950    0.060
gg   20.970    0.050
gg   21.010    0.030
gg   21.050    0.030
gg   21.050    0.020
gg   21.060    0.020
gg   21.100    0.020
gg   21.160    0.020
gg   21.190    0.020
gg   23.570    0.080
gg   23.720    0.100
gg   24.330    0.200
gg   24.340    0.150
gg   24.260    0.130
gg   24.330    0.130
ii   19.860    0.060
ii   19.890    0.050
ii   19.820    0.040
ii   19.980    0.060
ii   20.000    0.050
ii   19.920    0.040
ii   20.000    0.040
ii   20.000    0.050
ii   20.090    0.030
ii   20.070    0.020
ii   20.140    0.020
ii   20.150    0.020
ii   22.710    0.120
ii   22.620    0.120
ii   23.520    0.150
zz   19.430    0.080
zz   19.500    0.070
zz   19.420    0.050
zz   19.500    0.080
zz   19.610    0.100
zz   19.640    0.060
zz   19.600    0.050
zz   19.590    0.040
zz   19.610    0.040
zz   19.650    0.040
zz   19.730    0.020
zz   19.720    0.050
zz   22.340    0.210
zz   22.570    0.280
zz   23.320    0.250
J   18.730    0.070
J   18.980    0.050
J   19.070    0.040
H   11.800    0.050
H   11.950    0.030
H   12.400    0.070
H   12.700    0.040
H   12.690    0.040
H   12.950    0.030
H   13.070    0.030
H   13.240    0.070
H   13.370    0.050
H   14.090    0.070
H   14.340    0.080
H   14.920    0.060
H   17.210  100.000
H   17.810  100.000
H   18.270    0.070
KS   16.490  100.000
KS   17.190  100.000
KS   17.600    0.070
