Tstart(daltrigger) Tend  Tmid(s)  Terr Exposure Filter     Mag         Err   Err+   Err-   1sigma   Telescope       Reference  UpperLimit  Calib GAL_Extinction Host_ext Corrected? Notes 
-9. -9. 119.40  1.d-3 -9. clear 17.3  0.2 -9.  -9.  -9.    ROTSE GCN7061 0 USNOB1.0 0. 0. 0 nnn
-9. -9. 355.20  1.d-3 -9. clear 17.1  0.1 -9.  -9.  -9.    ROTSE GCN7061 0 USNOB1.0 0. 0. 0 nnn
-9. -9. 889.50  1.d-3 -9. clear 18.9  0.3 -9.  -9.  -9.    ROTSE GCN7061 0 USNOB1.0 0. 0. 0 nnn
 511.32  -9. -9.  -9.  300. VJ  17.76  0.14   -9.  -9.  -9.  Kanata GCN7062 0 NNN   0. 0. 0 nnn
 538.10  -9. -9.  -9.  225. J  16.39  0.22   -9.  -9.  -9.  Kanata GCN7062 0 NNN 0. 0. 0 nnn
1197.34  -9. -9.  -9.  615. VJ  18.66  0.20   -9.  -9.  -9.  Kanata GCN7062 0 NNN  0. 0. 0 nnn
1195.61  -9. -9.  -9.  600. J  17.16  0.17   -9.  -9.  -9.  Kanata GCN7062 0 NNN   0. 0. 0 nnn
# 174.36  -9. -9.   -9.  90.        RC  17.25   0.13  -9.  -9.  -9. Crni GCN7078 0 USNOB1   0. 0. 0 nnn
# 320.38  -9. -9.   -9.  90.        RC  17.49   0.15  -9.  -9.  -9. Crni GCN7078 0 USNOB1   0. 0. 0 nnn
# 464.66  -9. -9.   -9.  90.        RC  17.84   0.18  -9.  -9.  -9. Crni GCN7078 0 USNOB1  0. 0. 0 nnn
# 609.82  -9. -9.   -9.  90.        RC  17.82   0.21  -9.  -9.  -9. Crni GCN7078 0 USNOB1   0. 0. 0 nnn
# 754.97  -9. -9.   -9.  90.        RC  18.53   0.29  -9.  -9.  -9. Crni GCN7078 0 USNOB1   0. 0. 0 nnn
# 900.12  -9. -9.   -9.  90.        RC  18.81   0.63  -9.  -9.  -9. Crni GCN7078 0 USNOB1   0. 0. 0 nnn
#1045.27  -9. -9.   -9.  90.        RC  18.51   0.31  -9.  -9.  -9. Crni GCN7078 0 USNOB1   0. 0. 0 nnn
#1189.56  -9. -9.   -9.  90.        RC  18.68   0.49  -9.  -9.  -9. Crni GCN7078 0 USNOB1   0. 0. 0 nnn
#1335.58  -9. -9.   -9.  90.        RC  18.88   0.62  -9.  -9.  -9. Crni GCN7078 0 USNOB1   0. 0. 0 nnn
92.      192.   -9. -9. -9.        white     17.39 0.03  -9. -9. -9. UVOT GCN7080 0 NNN  0. 0. 0 nnn
859.     958.   -9. -9. -9.        white     19.0  0.1   -9. -9. -9. UVOT GCN7080 0 NNN  0. 0. 0 nnn
198.     597.   -9. -9. -9.        v         17.8  0.08  -9. -9. -9. UVOT GCN7080 0 NNN  0. 0. 0 nnn
965.     1364.  -9. -9. -9.        v         19.3  0.3   -9. -9. -9. UVOT GCN7080 0 NNN  0. 0. 0 nnn
679.     689.   -9. -9. -9.        b         18.3  0.4   -9. -9. -9. UVOT GCN7080 0 NNN  0. 0. 0 nnn
1444.    1626.  -9. -9. -9.        b         19.7  0.5   -9. -9. -9. UVOT GCN7080 0 NNN    0. 0. 0 nnn
654.     674.   -9. -9. -9.        u         17.8  0.3   -9. -9. -9. UVOT GCN7080 0 NNN  0. 0. 0 nnn
1419.    1601.  -9. -9. -9.        u         19.3  0.5   -9. -9. -9. UVOT GCN7080 0 NNN   0. 0. 0 nnn
630.     649.   -9. -9. -9.        uvw1      17.7  0.3   -9. -9. -9. UVOT GCN7080 0 NNN  0. 0. 0 nnn
1394.    1576.  -9. -9. -9.        uvw1      19.0  0.5   -9. -9. -9. UVOT GCN7080 0 NNN   0. 0. 0 nnn
605.     1552.  -9. -9. -9.        uvm2      20.5  100.  -9. -9. -9. UVOT GCN7080 1 NNN  0. 0. 0 nnn
