1320.192	19.335	0.3	0.3	R
1466.208	19.235	0.3	0.3	R
2240.352	19.535	0.3	0.3	R
3011.904	19.735	0.3	0.3	R
3786.048	19.835	0.3	0.3	R
4559.328	20.335	0.3	0.3	R
5332.608	20.635	0.3	0.3	R
6105.888	20.935	0.3	0.3	R
8426.592	20.135	0.3	0.3	R
10081.152	20.935	0.3	0.3	R
11735.712	21.335	0.3	0.3	R
57809.376	21.815	0.25	0.25	R
833.76	18.735	0.3	0.3	R
1200.096	18.935	0.3	0.3	R
1320.192	19.335	0.3	0.3	R
1466.208	19.235	0.3	0.3	R
2240.352	19.535	0.3	0.3	R
3011.904	19.735	0.3	0.3	R
3786.048	19.835	0.3	0.3	R
4559.328	20.335	0.3	0.3	R
5332.608	20.635	0.3	0.3	R
6105.888	20.935	0.3	0.3	R
8426.592	20.135	0.3	0.3	R
10081.152	20.935	0.3	0.3	R
11735.712	21.335	0.3	0.3	R
57809.376	21.815	0.25	0.25	R
