z=   2.1062000e+00 0.
TotalEnergy(erg)    2.7039238107802987e+05    2.2184635312199858e+04
TotalEnergy_common(erg)                      -NaN                      -NaN
Energy1(erg)    5.1977972142014996e+05    3.4731731657592674e+04
Energy2(erg)    1.3102366261824232e+05    1.6400312003442654e+04
T_min_T_max    2.4071405732622876e+04    1.6701719251069994e+05
Interval1    2.4071405732622876e+04    7.5317349458484081e+04
Interval2    7.5317349458484081e+04    1.6701719251069994e+05
