Time	Mag	MagErr	Band		GCN
161	>19.6	?	White_swift	13555
897	>17.5	?	Unfiltered	13556
1047	>17.7	?	Unfiltered	13556
1182	>18.1	?	Unfiltered	13556
45.5	>12.0	?	?		13557
3126	>17.2	?	R		13564
162.	>20.8	?	white(FC)_swift	13593
425.	>19.9	?	u(FC)_swift	13593
8612.	>20.5	?	v_swift		13593
3590.	>20.4	?	b_swift		13593
3424.	>20.5	?	u_swift		13593
9122.5	>20.4	?	uvw1_swift	13593
11001.5	>21.2	?	uvm2_swift	13593
7916.	>21.4	?	uvw2_swift	13593
5409.	>22.1	?	white_swift	13593
5965.92	21.546821989670395	0.6	Unfiltered	13609
1.1772e6 >22.5	?	R		13712
