Time	Mag	MagErr	Band		GCN
908	>19.2	?	U_swift		21042
31	>16.5	?	?		21044
37476	>21.0	?	R		21048
8658.	>20.0	?	v_swift		21049
5830.5	>21.0	?	b_swift		21049
3112.5	>19.5	?	u_swift		21049
2998.	>19.5	?	w1_swift	21049
9122.5	>20.1	?	m2_swift	21049
8061.5	>20.0	?	w2_swift	21049
3678	21.4	0.1	g'		21050
3678	21.3	0.1 	r'		21050
3678	21.1	0.1 	i'		21050
3678	21.1	0.1 	z'		21050
3678	20.7	0.2 	J		21050
3678	20.9	0.4 	H		21050
3678	>20.0 	?	K		21050
91692   >22.3	?	r		21051
91692   22.1 	0.4	i		21051
91692   >20.9	?	Z		21051
91692   >20.6	?	Y		21051
91692   >20.1	?	J		21051
91692   >19.9	?	H		21051
55	>17.5	?	R		21052
113	>18.2	?	R		21052
243	>19.2	?	R		21052
95040	22.2	0.2	i		21053
37.	>16.6	?	Unfiltered	21054
92.	>17.1	?	Unfiltered	21054
160.	>17.6	?	Unfiltered	21054
237.	>17.9	?	Unfiltered	21054
330.	>18.2	?	Unfiltered	21054
442.	>18.6	?	Unfiltered	21054
307.	>19.1	?	Unfiltered	21054
581.	>18.9	?	Unfiltered	21054
747.	>19.	?	Unfiltered	21054
944.	>19.2	?	Unfiltered	21054
736.	>19.7	?	Unfiltered	21054
1161.	>19.3	?	Unfiltered	21054
1384.	>19.4	?	Unfiltered	21054
1607.	>19.5	?	Unfiltered	21054
1341.	>19.9	?	Unfiltered	21054
1830.	>19.5	?	Unfiltered	21054
2198.	>19.5	?	Unfiltered	21054
2570.	>19.5	?	Unfiltered	21054
2010.	>20.1	?	Unfiltered	21054
2794.	>19.4	?	Unfiltered	21054
3014.	>19.1	?	Unfiltered	21054
3235.	>18.8	?	Unfiltered	21054
2974.	>19.3	?	Unfiltered	21054
3457.	>18.3	?	Unfiltered	21054
1971.	>20.3	?	Unfiltered	21054
3644.	>19.8	?	Unfiltered	21054
48600.	22.7	0.2	R		21942
