time_sec	flux	flux_err	band	logF	logT	mag	mag_err
154.093	7.079489182312279e-12	6.100162600543573e-13	v	-11.149998077523003	2.187782910422359	16.11	0.09
486.093	5.393319525804607e-12	5.765657089505221e-13	u	-11.26814384928665	2.6867193670460243	16.82	0.07
462.093	2.1904636663714333e-18	3.4712342333261207e-19	uvw1	-17.659463946149472	2.6647293896734348	16.04	0.1
437.093	4.176375780433733e-18	8.6104621624673115e-19	uvm2	-17.37920043145541	2.6405738513633286	16.32	0.15
387.093	1.677550147246393e-18	3.836898764236652e-19	uvw2	-17.775324488537883	2.587815317821511	17.06	0.17
30539.7	2.3348094067081984e-13	1.5053072537631996e-14	R	-12.631748565630323	4.484864766545402	19.47	0.07
308070.7	5.238949944433576e-14	9.652178678039585e-15	r	-13.280755751000449	5.488650395384719	21.3	0.2
76494.652	1.6772922148767716e-13	8.297930784606195e-15	g	-12.775391268787422	4.883631073217957	20.29	0.03
76494.652	1.6875018165111042e-13	4.6986003323858706e-15	r	-12.77275575100045	4.883631073217957	20.03	0.03
76494.652	1.7212554221135207e-13	6.533025259299329e-15	i	-12.764154678665145	4.883631073217957	19.81	0.03
76494.652	1.694431029057631e-13	9.800125776753111e-15	z	-12.770976104200045	4.883631073217957	19.66	0.03
76494.652	6.784767182899064e-14	9.814239685807171e-15	J	-13.168465050423848	4.883631073217957	19.47	0.12
76494.652	4.4688090523763744e-14	9.88584959767149e-15	H	-13.349808201900606	4.883631073217957	19.16	0.19
39342.7	2.680719875817004e-13	9.876136999278532e-15	R	-12.571748565630323	4.59486416124839	19.32	0.04
43101.7	1.4049310888728418e-13	2.3325644172453553e-14	B	-12.852344977151231	4.634494399767672	20.7	0.17
56252.7	2.0713402021239567e-13	1.5262198630175666e-14	R	-12.683748565630324	4.75014337241824	19.6	0.08
128532.7	1.1382861047316305e-13	7.338801725688473e-15	R	-12.943748565630322	5.109013630569355	20.25	0.07
818578.7	1.4867961723654472e-14	1.7802068454608277e-15	R	-13.827748565630323	5.913060439804957	22.46	0.13
1246346.7	5.202971348755471e-15	1.4376341120303364e-15	R	-14.283748565630324	6.095638868127881	23.6	0.3
24551.7	2.3348094067081984e-13	2.580526720736913e-14	R	-12.631748565630323	4.3900815687627786	19.47	0.12
27088.7	2.313403745402611e-13	1.704578873037006e-14	R	-12.635748565630323	4.432788163528054	19.48	0.08
113965.7	1.0098373612319391e-13	4.650472908642213e-15	R	-12.995748565630322	5.056774162370179	20.38	0.05
121320.7	1.0971131849282202e-13	4.041914343908703e-15	R	-12.959748565630322	5.08393490745185	20.29	0.04
201301.7	6.371642997997883e-14	3.5211000444167553e-15	R	-13.195748565630323	5.303847442536452	20.88	0.06
207118.7	5.014774795014499e-14	3.233144792562344e-15	R	-13.299748565630322	5.316219311545209	21.14	0.07
43736.093	1.9420098769295968e-13	1.7886571972261166e-14	R	-12.711748565630323	4.640839984364018	19.67	0.1
1016.093	4.0607731720811265e-12	1.7078696472444812e-13	g	-11.391391268787421	3.0069334594620734	16.83	0.01
1016.093	3.69185171450816e-12	3.628905609095694e-14	r	-11.432755751000448	3.0069334594620734	16.68	0.01
1016.093	3.434356078178958e-12	9.479937639205927e-14	i	-11.464154678665144	3.0069334594620734	16.56	0.01
1016.093	3.4755528414314975e-12	1.794713820888922e-13	z	-11.458976104200046	3.0069334594620734	16.38	0.01
1016.093	1.3537390275876064e-12	1.2876674316970986e-13	J	-11.868465050423847	3.0069334594620734	16.22	0.02
1016.093	7.837757063416877e-13	1.0704595424496595e-13	H	-12.105808201900606	3.0069334594620734	16.05	0.02
1016.093	3.6636600652102464e-13	8.057097350695268e-14	K	-12.436084829396172	3.0069334594620734	16.08	0.14
