time_sec	mag	mag_err	band
133.516917888	11.15457265402732	0.32640026857922255	R
158.53346988799998	11.267947606455218	0.3257548016901483	R
188.553765888	11.224638843726138	0.3257159419004903	R
223.577805888	11.30654010885424	0.3253847954410591	R
248.424169888	11.352855662525311	0.329280146839986	R
345.800973888	11.683435134655532	0.3287279244123103	R
415.849324888	11.798741609910476	0.32803154248480815	R
505.910483888	12.097625084564536	0.3283651615803926	R
611.396962888	12.114165127086983	0.32681649698548476	R
765.205993888	12.952595895182554	0.329888487561408	R
983.580774888	12.809589244736992	0.3260211271802508	R
1194.421755888	13.075132342229105	0.3332338236300908	R
1436.1285528880003	13.340602858141287	0.33283504846377926	R
5406.809983888	14.616854019167004	0.33708434430549156	R
6535.212791888	14.839366469783267	0.3329572517857829	R
7253.411842888	14.827082470101018	0.41100189388582375	R
11686.869404887999	15.555040367970342	0.3319788848226516	R
12942.542484888	15.724698806521866	0.48356375481585273	R
17292.563753888	16.064433842731496	0.33731739541735606	R
23399.196995888	16.669209299880187	0.4608225841970524	R
29222.775344888003	16.81876959089373	0.36761657609071274	R
34991.657492888	17.651530278350577	0.6946365897709202	R
43787.289318888	17.277005070211636	0.6049578186926242	R
55209.975090888	20.231154764827117	5.865646740635583	R
63952.290376888	17.70708073690016	0.9424943201301083	R
107255.619940888	18.966153736209787	0.8674279098056874	R
133296.163055888	22.658310028565154	27.971880748005802	R
165169.897973888	20.215990240412406	2.811253188787835	R
205423.518739888	21.76936315191095	8.416393283365267	R
246204.003071888	18.33891117338882	0.5685871959686261	R
320997.683040888	22.861298163549467	19.964309825042143	R
376358.54758388805	21.535629986572733	4.257926545582927	R
500822.26228388795	20.740306209619256	2.2272040993284645	R
613397.962260888	19.5488343046218	0.5884755790264934	R
690926.4270768879	22.060147773668707	13.325047119307877	R
956618.0877488878	19.743416059356157	1.5497551057366648	R
1235399.407224888	18.973793595801478	7.996486175591948	R
