5940	20.3	0.1	r'	7834
5940	19.4	0.1	i'	7834
10008	20.7	0.1	r'	7834
10008	19.9	0.1	i'	7834
407.5	18.53	0.11	v_swift	7844
701.5	18.38	0	uvm2_swift	7844
726	18.95	0	uvw1_swift	7844
729.5	18.16	0	uvw2_swift	7844
27971.5	21.1	0.27	b_swift	7844
30144	21.17	0.43	u_swift	7844
540.086	18.04	0.08	R	7857
665.1072	18.43	0.06	R	7857
817.0848	18.62	0.06	R	7857
949.104	18.63	0.23	R	7857
1310.0832	18.93	0.23	R	7857
1561.0752	19.04	0	R	7857
1685.1456	18.86	0.2	R	7857
2249.0784	18.12	0.28	I	7857
2870.1216	17.5	0	V	7857
2994.1056	18.2	0	V	7857
78108.019	21.13	0.06	R	7857
44609.5	19.03	0.38	Ic	7863
46807.5	19	0.29	Ic	7863
51176	18.85	0.18	Ic	7863
55666.5	19.03	0.22	Ic	7863
60171.5	18.82	0.21	Ic	7863
65306	18.87	0.3	Ic	7863
57866	20.58	0.32	Rc	7863
