time_sec	mag	mag_err	band	source
854496.0	20.72456634142995	0.2	J	manual
743037.0	21.35883448201418	0.15	i	manual
262.0	20.036878309339286	0.32	u	manual
5442.0	20.14687830933929	0.31	u	manual
128575.0	20.57515429416299	0.3	R	manual
126647.0	20.815154294162987	0.03	R	manual
1683252.0	19.14515429416299	0.26	R	manual
59217.0	21.79444658073783	0.05	g	manual
59217.0	21.669173610955475	0.05	r	manual
59217.0	21.35883448201418	0.1	i	manual
405820.0	23.585638299047947	0.1	B	manual
576633.0	23.195638299047943	0.08	B	manual
1181952.0	22.925638299047947	0.2	B	manual
2220480.0	23.685638299047945	0.06	B	manual
2332396.0	23.635638299047947	0.06	B	manual
2650492.0	23.855638299047943	0.09	B	manual
394675.0	22.93444658073783	0.11	g	manual
569635.0	22.80444658073783	0.11	g	manual
831859.0	22.54444658073783	0.09	g	manual
1000252.0	22.48444658073783	0.07	g	manual
1258502.0	22.51444658073783	0.06	g	manual
1776556.0	22.71444658073783	0.15	g	manual
2645481.0	23.22444658073783	0.18	g	manual
406684.0	21.98500833314657	0.03	V	manual
1012435.0	21.435008333146573	0.08	V	manual
1182124.0	21.385008333146573	0.08	V	manual
2160000.0	21.76500833314657	0.03	V	manual
2332800.0	21.71500833314657	0.06	V	manual
2650924.0	21.955008333146573	0.07	V	manual
395712.0	21.92917361095548	0.1	r	manual
568684.0	21.71917361095548	0.08	r	manual
629958.0	21.55917361095548	0.04	r	manual
1036800.0	21.46917361095548	0.04	r	manual
