287.29848		3.59E-13	6.82E-16	6.82E-16	R
394.59706		4.25E-13	7.99E-16	7.99E-16	R
507.1404		5.94E-13	1.09E-15	1.09E-15	R
819.33506		6.65E-13	1.22E-15	1.22E-15	R
1022.38716		7.12E-13	1.30E-15	1.30E-15	R
1220.5019		6.99E-13	1.28E-15	1.28E-15	R
1425.10267		6.84E-13	1.25E-15	1.25E-15	R
1818.09003		6.40E-13	1.17E-15	1.17E-15	R
2030.91762		5.92E-13	1.09E-15	1.09E-15	R
2235.41919		5.38E-13	9.97E-16	9.97E-16	R
2424.46202		5.02E-13	9.33E-16	9.33E-16	R
2629.49164		4.83E-13	9.01E-16	9.01E-16	R
2728.33338		4.54E-13	8.49E-16	8.49E-16	R
2830.89054		4.54E-13	8.49E-16	8.49E-16	R
2980.9794		4.40E-13	8.25E-16	8.25E-16	R
3093.03344		4.19E-13	7.88E-16	7.88E-16	R
3209.29956		4.01E-13	7.56E-16	7.56E-16	R
3305.45135		3.80E-13	7.19E-16	7.19E-16	R
3429.70219		3.80E-13	7.19E-16	7.19E-16	R
3611.53899		3.65E-13	6.91E-16	6.91E-16	R
3831.18685		3.55E-13	6.74E-16	6.74E-16	R
4034.30967		3.38E-13	6.43E-16	6.43E-16	R
4216.96503		3.20E-13	6.12E-16	6.12E-16	R
4440.54113		3.25E-13	6.21E-16	6.21E-16	R
4641.58883		3.13E-13	5.99E-16	5.99E-16	R
4816.06464		3.18E-13	6.07E-16	6.07E-16	R
5034.11436		3.01E-13	5.78E-16	5.78E-16	R
5262.03638		3.04E-13	5.82E-16	5.82E-16	R
5459.83461		2.96E-13	5.67E-16	5.67E-16	R
5665.06801		2.88E-13	5.53E-16	5.53E-16	R
5878.01607		2.83E-13	5.45E-16	5.45E-16	R
6281.69612		2.73E-13	5.26E-16	5.26E-16	R
6517.82302		2.70E-13	5.20E-16	5.20E-16	R
6713.09939		2.57E-13	4.98E-16	4.98E-16	R
6965.4426		2.50E-13	4.85E-16	4.85E-16	R
7174.12981		2.45E-13	4.75E-16	4.75E-16	R
7389.06937		2.38E-13	4.63E-16	4.63E-16	R
7554.48961		2.34E-13	4.54E-16	4.54E-16	R
7780.82488		2.20E-13	4.28E-16	4.28E-16	R
8133.10558		2.09E-13	4.08E-16	4.08E-16	R
8376.7764		2.07E-13	4.05E-16	4.05E-16	R
8564.30859		1.96E-13	3.85E-16	3.85E-16	R
8820.89841		1.91E-13	3.76E-16	3.76E-16	R
9085.17576		1.91E-13	3.75E-16	3.75E-16	R
9220.26896		1.84E-13	3.63E-16	3.63E-16	R
9426.68455		1.75E-13	3.46E-16	3.46E-16	R
9637.7212		1.73E-13	3.42E-16	3.42E-16	R
9926.47085		1.71E-13	3.38E-16	3.38E-16	R
10148.6963		1.69E-13	3.35E-16	3.35E-16	R
10223.87155		1.62E-13	3.21E-16	3.21E-16	R
10452.75495		1.57E-13	3.11E-16	3.11E-16	R
10845.6706		1.53E-13	3.05E-16	3.05E-16	R
11336.71371		1.48E-13	2.95E-16	2.95E-16	R
11849.98904		1.40E-13	2.80E-16	2.80E-16	R
12295.42627		1.31E-13	2.63E-16	2.63E-16	R
13139.82991		1.29E-13	2.59E-16	2.59E-16	R
13633.75184		1.30E-13	2.61E-16	2.61E-16	R
14042.22403		1.25E-13	2.52E-16	2.52E-16	R
14570.06665		1.24E-13	2.50E-16	2.50E-16	R
15117.75071		1.22E-13	2.46E-16	2.46E-16	R
15570.68405		1.20E-13	2.42E-16	2.42E-16	R
16037.18744		1.23E-13	2.47E-16	2.47E-16	R
16517.66744		1.17E-13	2.37E-16	2.37E-16	R
17138.56117		1.15E-13	2.32E-16	2.32E-16	R
17652.03874		1.14E-13	2.32E-16	2.32E-16	R
18047.21767		1.13E-13	2.29E-16	2.29E-16	R
18451.24353		1.08E-13	2.19E-16	2.19E-16	R
19004.04954		1.06E-13	2.15E-16	2.15E-16	R
19573.41781		1.06E-13	2.15E-16	2.15E-16	R
19864.46729		9.97E-14	2.03E-16	2.03E-16	R
20459.614		9.27E-14	1.90E-16	1.90E-16	R
21703.93407		8.54E-14	1.75E-16	1.75E-16	R
23713.73706		8.20E-14	1.69E-16	1.69E-16	R
25719.13809		8.03E-14	1.65E-16	1.65E-16	R
