z=   1.4890000e+00 0.
TotalEnergy(erg)    5.2004085281712492e+05    2.4090657459190981e+04
TotalEnergy_common(erg)    8.0801085459218221e+05    4.9453456154056614e+04
Energy1(erg)    4.0021545351523429e+07    8.0088138175703224e+05
Energy2(erg)    3.9197469118644239e+05    2.2294784190968043e+04
T_min_T_max    5.5129370048390165e+01    5.0729834426199224e+04
Interval1    5.5129370048390165e+01    2.1888877647575455e+02
Interval2    2.1888877647575455e+02    5.0729834426199224e+04
