Time (s)     Err_Time (s)     Flux (erg/cm^2/s/A)    Err_Flux (Jy)
            328.1000              30.0000    6.3604552570441738e+47    2.2583345396715818e+46
            393.1000              35.0000    4.8920197331386577e+47    1.3562207611865669e+46
            473.1000              45.0000    3.5309226034503775e+47    8.1302499852735214e+45
            554.8000              36.6310    2.6126918836889436e+47    6.6897314595566152e+45
            680.6000              59.5000    1.8192324491218513e+47    2.0106900665423086e+45
            853.6000              84.5130    1.2356292808961056e+47    1.7184655533166710e+45
           1038.1000             100.0000    8.3769936990684865e+46    1.7591332130226891e+45
           1256.6000             118.4870    6.1757283819312677e+46    6.9678688547918596e+44
           1529.6000             148.5000    4.6761473204370023e+46    1.0013521503062954e+45
           1844.6000             162.5000    3.5211796492083193e+46    7.1835249790373896e+44
           2125.6000              88.5000    2.5959013315137958e+46    1.0089655190960230e+45
           5983.1000             509.0000    6.0240445052480146e+45    1.5535380533826012e+44
           7211.6000             713.5000    4.3640344437308791e+45    1.4007693956945832e+44
          12578.1000            1242.0000    1.9102410092658026e+45    9.7470595984638609e+43
          18380.1000            1223.0000    9.2446007446970646e+44    1.0796502898550413e+44
          24182.1000            1204.0000    5.4889358638117171e+44    1.1678197848476830e+44
         125446.6000            4028.5000    6.2156727642063305e+43    2.9852211264556168e+43
         199635.6000            8980.5000    4.2725596993578006e+43    1.3607828311295942e+43
