time(s)	erg/cm2/s	err
12.50980392	1.84775E-10	2.19061E-12
14.30804713	1.84775E-10	4.87004E-12
15.29411765	1.53689E-10	1.82207E-12
17.10052246	1.53689E-10	4.05072E-12
19.88960886	1.38881E-10	3.53583E-12
22.67869526	1.12575E-10	2.05474E-12
25.46439274	1.11543E-10	3.33928E-12
28.25347914	9.77778E-11	3.27601E-12
31.03917662	9.38081E-11	3.22647E-12
33.82487409	8.47695E-11	2.99095E-12
36.65123868	7.44456E-11	2.82487E-12
39.43693616	7.31541E-11	2.38585E-12
42.03921569	6.46875E-11	2.04800E-12
47.60784314	5.63175E-11	6.44946E-13
48.79058824	5.24135E-11	4.30318E-13
48.90196078	5.24135E-11	4.30318E-13
49.28854512	5.63166E-11	1.43381E-12
52.82352941	4.82429E-11	4.53949E-13
55.50044715	5.24126E-11	9.56661E-13
62.31372549	4.70591E-11	5.95840E-13
64.03715267	4.70581E-11	1.32464E-12
70.2745098	3.62219E-11	6.67297E-13
73.64705882	4.15187E-11	4.58700E-13
75.39005601	4.15177E-11	1.01976E-12
85.09803922	3.89981E-11	5.40817E-13
86.85818285	3.89971E-11	1.20232E-12
92.23529412	3.50432E-11	1.15689E-12
93.05882353	3.28276E-11	7.22384E-13
95.87272699	3.33757E-11	9.09613E-13
98.55675667	3.44691E-11	1.76297E-12
101.5294118	3.10710E-11	6.85359E-13
104.3450429	3.15812E-11	8.60711E-13
105.372549	2.88034E-11	2.36477E-13
105.3741176	2.88034E-11	2.36477E-13
108.1568627	3.14082E-11	6.23428E-13
109.9401603	3.14072E-11	1.38597E-12
112.580134	3.01598E-11	8.21971E-13
114.1960784	2.65115E-11	2.49463E-13
116.6909017	2.88023E-11	5.25725E-13
119.6047059	3.52731E-11	9.54986E-12
119.7254902	3.12064E-11	5.94682E-13
121.5201218	3.12053E-11	1.32207E-12
131.3333333	2.83559E-11	5.17842E-13
133.1339724	2.83548E-11	1.15124E-12
139.0980392	2.31471E-11	3.62212E-13
140.3529412	2.30197E-11	5.62388E-13
142.7058824	2.68561E-11	8.06308E-13
144.5139872	2.68551E-11	1.79254E-12
154.3137255	2.55296E-11	5.06741E-13
156.1278378	2.55285E-11	1.12656E-12
165.8431373	2.62448E-11	6.65510E-13
167.6637432	2.62437E-11	1.47953E-12
177.2156863	2.41570E-11	7.25272E-13
179.040369	2.41559E-11	1.61238E-12
181.5294118	2.21234E-11	5.12433E-13
184.5882353	1.93840E-11	1.59144E-13
184.6588235	1.93840E-11	1.59144E-13
188.627451	2.25446E-11	7.54990E-13
190.457662	2.25436E-11	1.67845E-12
196.3529412	1.78416E-11	1.67883E-13
198.8520326	1.93829E-11	3.53800E-13
201.9529002	1.79894E-11	1.56785E-12
211.4901961	1.78256E-11	5.35181E-13
213.329526	1.78244E-11	1.18978E-12
222.8235294	1.71808E-11	5.81947E-13
224.6688737	1.71797E-11	1.29375E-12
234.4313725	1.97990E-11	4.78806E-13
236.2793354	1.97979E-11	1.06445E-12
245.8039216	1.82240E-11	3.68945E-13
247.6559612	1.82229E-11	8.20218E-13
250.4705882	1.58254E-11	5.50353E-13
257.1764706	1.61675E-11	4.66622E-13
259.032587	1.61664E-11	1.03737E-12
268.5882353	1.45025E-11	4.07311E-13
270.446491	1.45014E-11	9.05512E-13
279.9607843	1.42509E-11	4.49859E-13
281.8231169	1.42498E-11	1.00010E-12
288	1.30450E-11	1.07100E-13
288.1176471	1.30450E-11	1.07100E-13
291.4117647	1.51162E-11	6.55136E-13
293.277688	1.51151E-11	1.45646E-12
302.9803922	1.45695E-11	6.31439E-13
304.8508716	1.45683E-11	1.40378E-12
311.6470588	1.20070E-11	1.12981E-13
313.6315798	1.30438E-11	2.38099E-13
316.2647756	1.31161E-11	1.02123E-12
325.9607843	1.35720E-11	4.59709E-13
327.8379591	1.35708E-11	1.02200E-12
337.4117647	1.44492E-11	4.50548E-13
339.2925302	1.44480E-11	1.00163E-12
348.9803922	1.32630E-11	3.62187E-13
350.8623249	1.32619E-11	8.05193E-13
