time(s)	erg/cm2/s	err
360.5882353	1.35345E-11	7.85579E-13
362.4727866	1.35334E-11	1.74645E-12
371.9215686	1.20072E-11	6.09475E-13
373.8087453	1.20061E-11	1.35495E-12
383.4509804	1.16908E-11	4.13871E-13
385.3412617	1.16896E-11	9.20092E-13
394.8627451	1.09507E-11	5.55848E-13
396.7585547	1.09496E-11	1.23573E-12
406.2745098	1.22305E-11	5.75646E-13
408.1724587	1.22293E-11	1.27974E-12
417.6470588	1.10521E-11	4.37428E-13
419.5456956	1.10509E-11	9.72463E-13
429.0196078	1.14668E-11	4.96972E-13
430.9223214	1.14657E-11	1.10484E-12
440.7843137	1.08204E-11	4.24169E-13
442.6886738	1.08192E-11	9.42986E-13
452.1568627	1.00796E-11	4.36849E-13
454.0652996	1.00784E-11	9.71175E-13
457.9215686	8.53971E-12	1.04686E-13
458.0894118	8.53971E-12	1.04686E-13
463.9215686	9.36361E-12	4.05818E-13
465.8316519	9.36244E-12	9.02189E-13
475.2941176	1.07509E-11	5.45703E-13
477.2082778	1.07497E-11	1.21317E-12
486.6666667	9.27776E-12	4.36672E-13
488.5849036	9.27659E-12	9.70781E-13
498.4313725	9.80490E-12	4.24944E-13
500.3512559	9.80373E-12	9.44708E-13
505.6989818	8.53853E-12	2.32732E-13
509.8039216	9.45025E-12	4.79685E-13
511.7278818	9.44907E-12	1.06640E-12
521.1764706	9.02492E-12	4.91114E-13
523.1011187	9.02374E-12	1.09181E-12
532.5490196	9.10842E-12	4.28702E-13
534.4777445	9.10725E-12	9.53062E-13
544.3137255	8.61873E-12	4.69010E-13
546.2440968	8.61755E-12	1.04267E-12
555.6862745	8.38384E-12	4.56228E-13
557.6207227	8.38266E-12	1.01425E-12
567.0588235	8.08059E-12	4.39726E-13
568.9939596	8.07941E-12	9.77567E-13
578.8235294	6.01788E-12	4.76046E-13
580.7603119	6.01668E-12	1.05830E-12
590.1960784	8.08059E-12	5.26800E-13
592.1369377	8.07941E-12	1.17114E-12
601.5686275	1.00241E-11	3.54866E-13
603.5135636	1.00229E-11	7.88917E-13
613.3333333	7.36959E-12	4.54220E-13
615.2799159	7.36840E-12	1.00979E-12
624.7058824	5.59040E-12	4.03702E-13
626.6531528	5.58920E-12	8.97473E-13
636.4705882	6.72114E-12	5.99582E-13
638.4228941	6.71996E-12	1.33294E-12
647.8431373	7.03790E-12	4.08498E-13
649.796131	7.03672E-12	9.08142E-13
659.2156863	6.72114E-12	6.43819E-13
661.1727568	6.71996E-12	1.43128E-12
670.5882353	5.90804E-12	4.47092E-13
672.5459937	5.90684E-12	9.93935E-13
681.9607843	6.59847E-12	4.76498E-13
683.9226195	6.59728E-12	1.05931E-12
693.3333333	6.59847E-12	4.06693E-13
695.2958564	6.59728E-12	9.04127E-13
705.0980392	6.12976E-12	4.21234E-13
707.0655977	6.12856E-12	9.36450E-13
723.0196078	5.59040E-12	6.85312E-14
723.0494118	5.59040E-12	6.85312E-14
727.8431373	5.38819E-12	3.32098E-13
729.8154604	5.38699E-12	7.38291E-13
769.8039216	6.59847E-12	4.99341E-13
771.7839246	6.59728E-12	1.11009E-12
781.5686275	6.35980E-12	6.29848E-13
783.5502769	6.35860E-12	1.40021E-12
793.4357751	5.58920E-12	1.52355E-13
794.9269027	5.53795E-12	1.05743E-12
804.7058824	7.10302E-12	3.07845E-13
806.6932551	7.10183E-12	6.84379E-13
816.0784314	6.84610E-12	4.46319E-13
818.0698809	6.84491E-12	9.92221E-13
851.9760892	5.82042E-12	4.33417E-13
860	4.92307E-12	2.28155E-13
862.9223214	4.95836E-12	3.94534E-13
868.2352941	6.47803E-12	8.97980E-13
900.3529412	4.57269E-12	2.94168E-13
907.6470588	4.73634E-12	2.91922E-13
909.2692784	4.73514E-12	6.48973E-13
923.5841034	6.47684E-12	1.99628E-12
942	4.34452E-12	1.75898E-13
964.9019608	4.69292E-12	2.03391E-13
966.5590787	4.69172E-12	4.52162E-13
984.7058824	4.19600E-12	1.67670E-13
1015.294118	3.98731E-12	1.52167E-13
1018.304595	4.01155E-12	2.50548E-13
1022.156863	4.01276E-12	1.58821E-13
1023.84549	4.01155E-12	3.53077E-13
1045.882353	3.89059E-12	1.17936E-13
1079.411765	3.59288E-12	2.08540E-13
1080	3.59443E-12	1.43954E-13
1081.131901	3.59167E-12	4.63606E-13
1124.705882	3.60489E-12	1.10240E-13
1126.927059	3.83216E-12	7.75821E-14
1126.941176	3.83216E-12	7.75821E-14
1127.699139	3.62492E-12	1.63203E-13
1138.604704	3.67536E-12	3.11120E-13
1150.470588	3.52723E-12	8.29749E-14
1153.275366	3.83095E-12	1.72476E-13
1167.058824	3.20734E-12	8.94798E-14
1186.898824	3.39972E-12	8.22167E-14
1186.941176	3.39972E-12	8.22167E-14
1210.470588	3.12920E-12	8.83340E-14
1213.30003	3.39851E-12	1.82778E-13
1218.823529	3.81738E-12	1.11229E-13
1246.531765	3.52731E-12	7.14104E-14
1246.54902	3.52731E-12	7.14104E-14
1251.008614	3.72651E-12	3.59164E-13
1251.764706	3.72772E-12	1.61559E-13
1270.078431	3.24664E-12	7.63742E-14
1272.931578	3.52610E-12	1.58755E-13
1284.705882	3.17075E-12	8.64956E-14
1287.554795	3.18623E-12	1.15294E-13
1306.156863	3.36855E-12	8.14629E-14
1306.164706	3.36855E-12	8.14629E-14
1329.686275	3.10051E-12	8.75242E-14
1332.563127	3.36734E-12	1.81103E-13
1367.333333	3.12927E-12	7.56763E-14
1367.491765	3.12927E-12	7.56763E-14
1387.45098	3.10058E-12	2.34637E-13
1390.862745	2.88027E-12	8.13070E-14
1393.760359	3.12806E-12	1.68238E-13
1423.569355	2.60160E-12	4.57720E-13
1423.921569	2.60281E-12	2.05897E-13
1425.882353	2.72994E-12	8.02760E-14
1427.333333	3.21694E-12	9.03497E-14
1427.463529	3.21694E-12	9.03497E-14
1450.862745	2.96097E-12	9.75158E-14
1453.781634	3.21573E-12	2.00859E-13
1481.176471	2.76849E-12	7.77663E-14
1486.941176	3.07216E-12	7.42950E-14
1487.096471	3.07216E-12	7.42950E-14
1489.975368	3.09937E-12	5.21616E-13
1510.470588	2.82770E-12	7.98230E-14
1512.941176	2.36472E-12	6.51351E-14
1513.406404	3.07094E-12	1.65168E-13
1515.663429	2.37258E-12	8.58628E-14
1529.110588	1.48403E-12	1.12305E-13
1537.581176	2.57895E-12	6.98227E-13
1546.941176	2.77615E-12	7.79698E-14
1547.068235	2.77615E-12	7.79698E-14
1570.470588	2.55525E-12	8.41540E-14
1573.427679	2.77494E-12	1.73336E-13
1595.635314	2.48445E-12	3.40581E-13
1680	2.70657E-12	1.08845E-13
1745.882353	2.38650E-12	7.37710E-14
1748.889342	2.39454E-12	1.07827E-13
1767.650439	2.22436E-12	3.57281E-13
1945.882353	1.89887E-12	5.91827E-14
1978.823529	1.73156E-12	6.03040E-14
1981.708584	1.73435E-12	9.33088E-14
2043.834382	1.56713E-12	1.64099E-13
2050.980392	1.56835E-12	7.38169E-14
2167.058824	1.88628E-12	8.35602E-14
2282.352941	1.55120E-12	5.41481E-14
2285.153051	1.55275E-12	8.35453E-14
2416.572226	1.31534E-12	2.61082E-13
2420.196078	1.31657E-12	1.17449E-13
2458.823529	1.42837E-12	4.99473E-14
2460.428323	1.42913E-12	7.68993E-14
2584.705882	1.30327E-12	5.59241E-14
2587.885843	1.30327E-12	9.26613E-14
2953.110438	8.06830E-13	2.33307E-13
2975.294118	8.08059E-13	1.04967E-13
3051.764706	1.20630E-12	7.81976E-14
3817.647059	1.00675E-12	4.98738E-14
6016.627451	7.29719E-13	2.02963E-14
6092.329412	6.97338E-13	1.13459E-14
6092.385882	6.97338E-13	1.13459E-14
6154.937572	6.96108E-13	2.52251E-14
6211.651765	6.47803E-13	1.75387E-13
6285.686275	6.03840E-13	2.73993E-14
6555.921569	7.04040E-13	1.95951E-14
6631.623529	6.78333E-13	8.31550E-15
6631.792941	6.78333E-13	8.31550E-15
6694.366537	6.77103E-13	1.84893E-14
6836.980392	5.70117E-13	2.59376E-14
7780.235294	6.47803E-13	7.94124E-15
7780.404706	6.47803E-13	7.94124E-15
7843.249855	6.46573E-13	1.76575E-14
8597.019608	5.88583E-13	1.64362E-14
8673.176471	6.07356E-13	9.88184E-15
8673.204706	6.07356E-13	9.88184E-15
8736.394622	6.06125E-13	2.19706E-14
8866.392157	5.28065E-13	2.41091E-14
9233.882353	5.23895E-13	1.66778E-14
9502.54902	6.04612E-13	1.68754E-14
9771.215686	5.38162E-13	1.50533E-14
9855.952941	5.05177E-13	1.02273E-14
9856.037647	5.05177E-13	1.02273E-14
9919.434928	5.03946E-13	2.27382E-14
10048.7451	4.84452E-13	2.13015E-14
10724.15686	5.00953E-13	1.79702E-14
10855.84314	4.92060E-13	1.37867E-14
11001.26118	4.91409E-13	6.02405E-15
11001.31765	4.91409E-13	6.02405E-15
11065.05132	4.90178E-13	1.33963E-14
11194.66667	4.40204E-13	2.02656E-14
11821.37255	3.79510E-13	1.84458E-14
11953.92157	3.86369E-13	1.54952E-14
12086.07843	4.04063E-13	1.61982E-14
12174.26824	3.65968E-13	8.85034E-15
12174.35294	3.65968E-13	8.85034E-15
12238.34169	3.64736E-13	1.96767E-14
12368	2.91602E-13	1.50918E-14
17410.10824	3.79702E-13	2.06625E-14
17413.65926	3.78470E-13	4.59278E-14
17582.90824	3.10058E-13	2.34637E-14
17586.4945	3.08826E-13	5.21468E-14
19110.66353	1.95634E-13	2.12449E-14
19114.5614	1.94400E-13	4.71955E-14
22734.04235	1.35345E-13	2.24675E-14
22738.67926	1.34112E-13	4.98649E-14
23243.97176	1.35345E-13	2.24675E-14
23248.71268	1.34112E-13	4.98649E-14
23794.89882	7.78831E-14	1.82652E-14
24304.15059	1.35345E-13	2.24675E-14
24309.10774	1.34112E-13	4.98649E-14
35156.86275	6.90945E-14	2.73468E-15
35159.16557	6.78605E-14	6.08384E-15
