Time (s)     Err_Time (s)     Flux (erg/cm^2/s/A)    Err_Flux (Jy)
            904.0000              30.0000    1.0616954698443057e-04    3.6180734641577507e-05
           1259.3000              30.0000    1.1220183629082398e-04    3.6169599632220754e-05
           1585.5000              30.0000    1.1324002711515766e-04    5.2148961174380636e-05
           2133.7000              60.0000    7.4816943505116520e-05    2.5496312799088051e-05
           2870.6000              60.0000    5.0815939517072614e-05    1.7785220284411199e-05
           3625.0000              60.0000    3.6140982710006641e-05    1.2981959707061395e-05
           5324.5000              60.0000    3.4514370515900718e-05    1.2079786154437778e-05
           5498.2000              60.0000    4.1879352485513017e-05    1.3500308571879709e-05
           5678.4000              60.0000    3.9264489727351657e-05    1.3019015711941693e-05
           7513.1000              60.0000    7.0794572186050439e-05    2.4125558628437172e-05
           7692.2000              60.0000    8.8307982533635866e-05    2.8467131003915375e-05
           7876.4000              60.0000    7.9799461821525750e-05    2.6459288137271521e-05
           9704.3000              60.0000    9.6827777526415702e-05    3.2105405309537606e-05
           9889.0000              60.0000    1.0046157067931286e-04    3.2384985041389731e-05
          10070.0000              60.0000    1.0616954698443057e-04    3.4225019255546293e-05
          12190.0000              60.0000    1.0232929075242580e-04    3.2044579249490387e-05
          12370.0000              60.0000    9.4188951734533292e-05    3.0362931540499613e-05
          12550.0000              60.0000    9.5940055112974480e-05    3.0927420591718704e-05
          14410.0000              60.0000    9.1622041272506257e-05    2.9535457349590410e-05
