z=   3.7800000e+00 0.
TotalEnergy(erg)    6.9330974159065736e+06    4.3055946245748730e+05
TotalEnergy_common(erg)                      -NaN                      -NaN
Energy1(erg)    1.2083595974991150e+07    5.9975706112363562e+05
Energy2(erg)    3.3327430372903445e+06    3.3267640007863875e+05
T_min_T_max    1.5460251138560949e+01    1.3215899660692453e+03
Interval1    1.5460251138560949e+01    5.5283984967029892e+02
Interval2    5.5283984967029892e+02    1.3215899660692453e+03
