time_sec	mag	mag_err	band	source
18006.0	19.463446187861265	0.04	V	manual
19822.0	19.633446187861264	0.04	V	manual
21037.0	19.773446187861264	0.04	V	manual
23273.0	19.80344618786126	0.05	V	manual
25250.0	20.023446187861264	0.05	V	manual
33050.0	18.20640530532226	0.26	J	manual
33050.0	17.87038925541565	0.36	H	manual
10261.0	19.119030806738884	0.03	Rc	manual
15123.0	19.559030806738885	0.04	Rc	manual
7056.0	18.470187739413237	0.15	R	manual
9756.0	19.16018773941323	0.1	R	manual
14544.0	19.560187739413237	0.12	R	manual
18220.0	19.980187739413232	0.15	R	manual
47371.0	20.25018773941323	0.07	R	manual
107892.0	21.439030806738884	0.12	Rc	manual
184928.0	22.679030806738883	0.28	Rc	manual
445.0	15.968084752131253	0.09	u	manual
22838.0	19.050187739413232	0.08	R	manual
24184.0	19.29018773941323	0.18	R	manual
25444.0	19.27018773941323	0.08	R	manual
35986.0	20.330187739413237	0.09	R	manual
