time_sec	flux	flux_err	band	source
366.24	1.591869234722865e-11	2.1992486219212252e-12	R	nissim
388.26	1.9674666950350003e-11	2.355734931133924e-12	R	nissim
410.34	1.591869234722865e-11	2.1992486219212252e-12	R	nissim
439.56	1.4253036241332465e-11	2.1004050418685447e-12	R	nissim
475.86	1.4384917961920382e-11	2.11983985043585e-12	R	nissim
512.16	1.2644666791293045e-11	2.4456953857986908e-12	R	nissim
598.68	1.0912076184547309e-11	1.8090708448430862e-12	R	nissim
620.28	9.680713990937389e-12	1.6940907471054205e-12	R	nissim
641.88	6.94876123812567e-12	1.4080100356681053e-12	R	nissim
670.32	7.480099750661666e-12	1.4467795591184903e-12	R	nissim
707.46	8.99305789761108e-12	1.6565824844377324e-12	R	nissim
744.18	8.277656290607604e-12	1.5248006383745166e-12	R	nissim
801.78	7.978245380471144e-12	1.543129466031003e-12	R	nissim
868.32	7.978245380471144e-12	1.543129466031003e-12	R	nissim
935.34	7.276246266030913e-12	1.6754176185116367e-12	R	nissim
1002.3	3.714560099861147e-12	9.237337970008411e-13	R	nissim
1068.84	4.987781148134314e-12	1.14847905188108e-12	R	nissim
1135.86	4.942052895705417e-12	1.1379497326439351e-12	R	nissim
1214.94	4.2648856309234124e-12	1.0213072560172305e-12	R	nissim
1281.06	4.38437193823468e-12	1.0499205045805408e-12	R	nissim
1347.12	3.2953943246681477e-12	9.409028050922391e-13	R	nissim
1413.24	5.080510922988309e-12	1.1230376367423648e-12	R	nissim
1546.74	3.482630422072626e-12	8.660577125813749e-13	R	nissim
1626.66	4.465883498311982e-12	1.0283076770261268e-12	R	nissim
1761.06	2.6662900342647152e-12	7.367231623795819e-13	R	nissim
1827.18	2.8967258132200077e-12	7.737150904173274e-13	R	nissim
1894.14	2.3009511016953095e-12	6.569688276025089e-13	R	nissim
2068.62	4.2648856309234124e-12	1.0213072560172305e-12	R	nissim
2194.8	5.033932518873451e-12	1.2054700296179813e-12	R	nissim
2321.82	3.3258862329320662e-12	1.0721390485320896e-12	R	nissim
2570.52	4.6334810312314245e-12	1.0668984351184157e-12	R	nissim
3140.28	2.7919484122621976e-12	7.457290601600664e-13	R	nissim
3916.5	2.5462872149056517e-12	7.035651580227695e-13	R	nissim
4691.1	1.492476114470333e-12	4.673712423847529e-13	R	nissim
6499.08	1.1855159173753753e-12	3.9308418415522075e-13	R	nissim
