time	flux	flux_err	band
243.0	7.89793206e-24	4.1810879999999997e-16	b
333.0	8.42112678e-24	4.224738e-16	b
428.0	5.02805514e-24	3.64332e-16	b
522.0	3.2918950139999997e-24	3.944796e-16	b
756.0	2.6632919459999997e-24	1.7815019999999998e-16	b
1040.0	4.88956242e-24	1.158762e-16	b
5370.0	8.73658242e-25	3.04386e-17	b
17000.0	3.77969715e-25	3.159678e-17	b
28500.0	4.8472452e-25	3.174228e-17	b
259.0	7.724826199999999e-24	2.861795e-16	v
304.0	7.815534999999999e-24	3.2382649999999997e-16	v
391.0	7.175713999999998e-24	4.141615e-16	v
483.0	8.593039000000001e-24	4.343645e-16	v
608.0	3.3043919999999994e-24	2.7692350000000003e-16	v
734.0	2.4248405999999998e-24	2.407005e-16	v
905.0	1.9469996e-24	1.994045e-16	v
1120.0	3.5052471999999995e-24	1.347905e-16	v
1380.0	1.6142926799999997e-24	1.4222199999999998e-16	v
1770.0	1.2499996599999998e-24	1.7319399999999998e-16	v
5500.0	7.454319599999999e-25	3.068275e-17	v
7220.0	6.6994928e-25	3.45676e-17	v
17900.0	4.237396799999999e-25	2.1747149999999998e-17	v
29400.0	4.196901799999999e-25	2.107075e-17	v
41000.0	3.2460791999999996e-25	2.126655e-17	v
52600.0	3.1164951999999994e-25	2.11642e-17	v
69600.0	2.251522e-25	1.661185e-17	v
87300.0	3.0743804e-25	1.649615e-17	v
388000.0	3.0355052e-26	5.9363e-18	v
663000.0	3.1083962000000005e-26	6.141e-18	v
767000.0	3.9766089999999996e-26	1.0599899999999999e-17	v
40.3	6.66514134e-24	1.622907e-16	R
65.3	5.49842436e-24	1.455168e-16	R
90.3	4.61536218e-24	1.368081e-16	R
115.0	4.2249636e-24	1.229943e-16	R
140.0	4.90498866e-24	1.298154e-16	R
165.0	4.0271517000000004e-24	1.2578279999999998e-16	R
190.0	3.0836262599999998e-24	1.305447e-16	R
215.0	3.5046297e-24	1.428141e-16	R
240.0	3.3068178e-24	1.680393e-16	R
266.0	3.55016376e-24	1.634919e-16	R
300.0	3.17842668e-24	9.42084e-17	R
345.0	2.68800246e-24	9.67395e-17	R
390.0	3.0410780399999996e-24	8.53281e-17	R
436.0	2.55513258e-24	7.70913e-17	R
480.0	3.1463288999999998e-24	7.829249999999999e-17	R
525.0	2.1945923999999998e-24	7.5504e-17	R
570.0	1.86615e-24	7.11282e-17	R
615.0	1.978119e-24	7.747739999999999e-17	R
660.0	1.9184021999999998e-24	7.51608e-17	R
705.0	1.4876947799999998e-24	7.16859e-17	R
750.0	1.53098946e-24	7.21149e-17	R
795.0	1.49217354e-24	6.87258e-17	R
840.0	1.4906806199999999e-24	7.34019e-17	R
885.0	1.54218636e-24	6.94122e-17	R
930.0	1.28540412e-24	7.07421e-17	R
975.0	1.5974243999999997e-24	7.185749999999999e-17	R
1020.0	1.1390979599999999e-24	7.23723e-17	R
1070.0	1.55562264e-24	7.32732e-17	R
1110.0	1.4018518800000001e-24	6.97554e-17	R
1160.0	1.10700018e-24	6.915480000000001e-17	R
2520.0	5.657420340000001e-25	2.2758449999999998e-17	R
2760.0	5.121462059999999e-25	2.6027429999999998e-17	R
4700.0	5.61039336e-25	2.375802e-17	R
7110.0	4.53922326e-25	7.2072e-18	R
7300.0	4.666867920000001e-25	9.879869999999999e-18	R
7630.0	4.13986716e-25	8.76447e-18	R
8680.0	3.8106783e-25	1.008579e-17	R
11500.0	3.3501124799999996e-25	1.06392e-17	R
14300.0	3.1403572199999996e-25	8.31402e-18	R
14600.0	3.3501124799999996e-25	8.867429999999999e-18	R
15700.0	2.51780958e-25	1.0660649999999999e-17	R
18500.0	2.8641670199999997e-25	1.061346e-17	R
19200.0	2.99927628e-25	1.428999e-17	R
22900.0	2.2543092e-25	1.073787e-17	R
23600.0	2.6364967199999996e-25	1.534962e-17	R
23600.0	2.61261e-25	8.296859999999999e-18	R
25900.0	3.70692036e-25	3.139422e-17	R
