z=   1.5470001e+00 0.
TotalEnergy(erg)    4.4748610139396082e+05    2.7592851725319437e+04
TotalEnergy_common(erg)                      -NaN                      -NaN
Energy1(erg)    7.0632182195824361e+05    3.8408586011267180e+04
Energy2(erg)    1.8750108558796087e+05    1.7717238965613611e+04
T_min_T_max    3.1513780293342839e+04    1.5919716998563826e+05
Interval1    3.1513780293342839e+04    9.5496897698317232e+04
Interval2    9.5496897698317232e+04    1.5919716998563826e+05
