Tstart(daltrigger) Tend  Tmid(s)  Terr Exposure Filter     Mag         Err   Err+   Err-   1sigma   Telescope       Reference  UpperLimit  Calib GAL_Extinction Host_ext Corrected? Notes 
9.90E1  -9.  -9. -9. 20.    CR    15.54 0.08   -9. -9. -9.   TNT       deng09 0 NNN 0. 0. 0 nnn
1.24E2  -9.  -9. -9. 20.    CR    15.76 0.08   -9. -9. -9.   TNT       deng09 0 NNN 0. 0. 0 nnn
1.50E2  -9.  -9. -9. 20.    CR    15.89 0.08   -9. -9. -9.   TNT       deng09 0 NNN 0. 0. 0 nnn
1.65E2  -9.  -9. -9. 100.   white 16.66 0.03   -9. -9. -9.   UVOT      deng09 0 NNN 0. 0. 0 nnn
1.87E2  -9.  -9. -9. 20.    CR    16.19 0.08   -9. -9. -9.   TNT       deng09 0 NNN 0. 0. 0 nnn
2.20E2  -9.  -9. -9. 20.    CR    16.38 0.08   -9. -9. -9.   TNT       deng09 0 NNN 0. 0. 0 nnn
2.47E2  -9.  -9. -9. 20.    CR    16.56 0.08   -9. -9. -9.   TNT       deng09 0 NNN 0. 0. 0 nnn
3.07E2  -9.  -9. -9. 80.    CR    16.88 0.08   -9. -9. -9.   TNT       deng09 0 NNN 0. 0. 0 nnn
4.17E2  -9.  -9. -9. 100.   CR    17.30 0.08   -9. -9. -9.   TNT       deng09 0 NNN 0. 0. 0 nnn
4.20E2  -9.  -9. -9. 400.   v     17.57 0.06   -9. -9. -9.   UVOT      deng09 0 NNN 0. 0. 0 nnn
5.41E2  -9.  -9. -9. 100.   CR    17.61 0.08   -9. -9. -9.   TNT       deng09 0 NNN 0. 0. 0 nnn
6.60E2  -9.  -9. -9. 20.    uvw1  18.33 0.41   -9. -9. -9.   UVOT      deng09 0 NNN 0. 0. 0 nnn
6.84E2  -9.  -9. -9. 20.    u     17.61 0.20   -9. -9. -9.   UVOT      deng09 0 NNN 0. 0. 0 nnn
7.10E2  -9.  -9. -9. 170.   uvm2  18.50 0.43   -9. -9. -9.   UVOT      deng09 0 NNN 0. 0. 0 nnn
7.17E2  -9.  -9. -9. 10.    white 18.70 0.22   -9. -9. -9.   UVOT      deng09 0 NNN 0. 0. 0 nnn
7.60E2  -9.  -9. -9. 20.    v     17.94 0.32   -9. -9. -9.   UVOT      deng09 0 NNN 0. 0. 0 nnn
7.77E2  -9.  -9. -9. 160.   b     18.85 0.30   -9. -9. -9.   UVOT      deng09 0 NNN 0. 0. 0 nnn
8.32E2  -9.  -9. -9. 20.    u     18.17 0.27   -9. -9. -9.   UVOT      deng09 0 NNN 0. 0. 0 nnn
9.10E2  -9.  -9. -9. 100.   white 18.62 0.07   -9. -9. -9.   UVOT	   deng09 0 NNN 0. 0. 0 nnn
