z=   1.1000000e+00 0.
TotalEnergy(erg)    1.9027343019496385e+05    2.1783469729104829e+04
TotalEnergy_common(erg)    7.9023444656739279e+05    1.8895660214133988e+05
Energy1(erg)   -3.9949114274732679e+07   -9.2293202502770334e+07
Energy2(erg)    2.7929570389142470e+05    5.6118245847653554e+04
Energy3(erg)    4.4372193671750334e+04    8.0142996150224253e+03
T_min_T_max    1.6290476005526091e+02    3.7166932911367266e+05
Interval1    1.6290476005526091e+02    0.0000000000000000e+00
Interval2    0.0000000000000000e+00    2.0299423130520925e+05
Interval3    2.0299423130520925e+05    3.7166932911367266e+05
