Time (s)     Err_Time (s)     Flux (erg/cm^2/s/A)    Err_Flux (Jy)
          14623.0000             810.0000    1.5788528268228816e-04    3.4900253642214797e-05
          18108.0000             750.0000    1.1229014608040343e-04    2.6889992885412379e-05
          19912.0000             750.0000    8.4399844207593537e-05    1.9433782871800588e-05
          21722.0000             780.0000    9.0020546550741157e-05    1.9069757655662594e-05
          22091.0000             450.0000    6.7041179030395879e-05    6.7921930514270057e-06
          23067.0000             360.0000    6.9557128312163749e-05    7.0470933004458744e-06
          23600.0000             780.0000    5.5762423736429387e-05    1.6434909355650909e-05
          24025.0000             450.0000    5.8930705809377334e-05    5.9704906193947383e-06
          24967.0000             450.0000    4.9016425963204840e-05    4.9660377792896373e-06
          25871.0000             450.0000    5.1801417239646663e-05    5.7253043791543912e-06
