102.1	0.57368	0.130354	R
123.0	0.734881	0.161546	R
142.9	0.879325	0.189981	R
171.5	0.927127	0.233806	R
204.6	1.064504	0.246003	R
244.6	0.903315	0.216356	R
289.6	0.996122	0.22804	R
344.6	0.788153	0.184937	R
414.6	0.64292	0.152464	R
504.6	0.501442	0.1224	R
606.6	0.390046	0.091512	R
734.6	0.34032	0.081091	R
925.1	0.317032	0.071693	R
1124.6	0.23642	0.065437	R
1368.1	0.198829	0.053296	R
1605.6	0.182093	0.054391	R
4699.0	0.174761	0.004829	R
5283.0	0.163849	0.022637	R
5379.6	0.119226	0.028686	R
6261.0	0.140102	0.010323	R
6505.1	0.11217	0.027319	R
6675.0	0.124292	0.010303	R
7305.6	0.115748	0.044426	R
7501.0	0.113356	0.009396	R
8427.0	0.102434	0.016982	R
9064.0	0.073527	0.013544	R
9064.0	0.085957	0.016036	R
9064.0	0.098592	0.01786	R
9466.0	0.099643	0.009177	R
10632.0	0.086785	0.007993	R
11713.1	0.091418	0.022984	R
11941.0	0.068304	0.005662	R
12005.0	0.067417	0.013329	R
13023.1	0.094165	0.025524	R
13352.5	0.08062	0.014851	R
13352.5	0.116405	0.01706	R
13352.5	0.073	0.013277	R
13409.0	0.051339	0.010875	R
14698.0	0.071117	0.012728	R
14698.0	0.073527	0.013544	R
14698.0	0.080454	0.015874	R
15056.0	0.073527	0.014221	R
16042.5	0.064632	0.010715	R
16042.5	0.071117	0.013304	R
16042.5	0.061714	0.012213	R
17085.0	0.05352	0.01607	R
17085.0	0.067057	0.012352	R
17085.0	0.074961	0.014212	R
17748.1	0.056263	0.016076	R
22231.6	0.107828	0.08136	R
38279.1	0.026479	0.007875	R
42160.9	0.032995	0.007901	R
50045.6	0.032754	0.009775	R
58263.0	0.016372	0.002094	R
74202.0	0.011653	0.000322	R
74202.0	0.012091	0.000334	R
75498.0	0.011761	0.000325	R
75966.0	0.011653	0.000322	R
76398.0	0.011546	0.000319	R
76902.0	0.011129	0.000307	R
77334.0	0.011129	0.000307	R
77334.0	0.011336	0.000418	R
80567.1	0.006722	0.004717	R
92147.1	0.004579	0.006404	R
125594.6	0.004607	0.003092	R
126432.8	0.008062	0.000371	R
128929.9	0.007353	0.000406	R
159954.0	0.004725	0.000348	R
160926.0	0.005578	0.000308	R
161286.0	0.005476	0.000303	R
161646.0	0.004994	0.000322	R
162006.0	0.005181	0.000334	R
162474.0	0.004725	0.000305	R
162978.0	0.005134	0.000331	R
163740.0	0.00504	0.000232	R
164388.0	0.004513	0.000291	R
166053.1	0.006585	0.002462	R
200503.6	0.003574	0.002526	R
210937.1	0.004513	0.000291	R
232823.0	0.002836	0.000625	R
246474.0	0.003788	0.00014	R
247884.0	0.003754	0.000104	R
249906.0	0.003487	9.6e-05	R
250644.0	0.003651	0.000269	R
254914.6	0.002892	0.00141	R
313304.6	0.004767	0.001745	R
332838.0	0.002694	0.000149	R
334026.0	0.002821	0.00013	R
335106.0	0.002549	0.000188	R
