z=   3.2100000e+00 0.
Total_Energy(erg)    1.0815663802878757e+06    1.1440392723151112e+05
Total_Energy_common(erg)            -NaN                      -NaN
T_min_T_max    7.4776008823639349e+03    3.3125890436187066e+04
