z=   1.5470001e+00 0.
TotalEnergy(erg)    6.3842246716597598e+04    1.7125686102987270e+03
TotalEnergy_common(erg)                      -NaN                      -NaN
Energy1(erg)    5.2150913124090299e+05    1.1008051360945788e+04
Energy2(erg)    2.1154677074311581e+04    9.4126389236501632e+02
T_min_T_max    2.6849116074958161e+04    9.0911658973260282e+05
Interval1    2.6849116074958161e+04    1.0211946474730606e+05
Interval2    1.0211946474730606e+05    9.0911658973260282e+05
