Tstart(s)          Tend(s)      Tmid(s)  ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  Calib   Galactic Extiction   Host     Corrected? Notes  
         2287.2            -9.0            -9.0    -9.0000    60.0000 RC   19.930   0.1900  -9.0000  -9.0000  -9.0000 P60 cenko09 0 USNOB1  0.000  0.000 0 nnn
         2619.4            -9.0            -9.0    -9.0000    60.0000 RC   20.180   0.2100  -9.0000  -9.0000  -9.0000 P60 cenko09 0 USNOB1  0.000  0.000 0 nnn
         2982.9            -9.0            -9.0    -9.0000   120.0000 RC   19.880   0.1500  -9.0000  -9.0000  -9.0000 P60 cenko09 0 USNOB1  0.000  0.000 0 nnn
         3708.2            -9.0            -9.0    -9.0000   120.0000 RC   20.450   0.1800  -9.0000  -9.0000  -9.0000 P60 cenko09 0 USNOB1  0.000  0.000 0 nnn
         4454.1            -9.0            -9.0    -9.0000   120.0000 RC   20.230   0.1700  -9.0000  -9.0000  -9.0000 P60 cenko09 0 USNOB1  0.000  0.000 0 nnn
         6318.2            -9.0            -9.0    -9.0000   450.0000 RC   20.410   0.1400  -9.0000  -9.0000  -9.0000 P60 cenko09 0 USNOB1  0.000  0.000 0 nnn
         8228.6            -9.0            -9.0    -9.0000   450.0000 RC   20.500   0.1400  -9.0000  -9.0000  -9.0000 P60 cenko09 0 USNOB1  0.000  0.000 0 nnn
        10150.0            -9.0            -9.0    -9.0000   450.0000 RC   20.740   0.1500  -9.0000  -9.0000  -9.0000 P60 cenko09 0 USNOB1  0.000  0.000 0 nnn
       102500.0            -9.0            -9.0    -9.0000  3150.0000 RC   22.080   0.2200  -9.0000  -9.0000  -9.0000 P60 cenko09 0 USNOB1  0.000  0.000 0 nnn
       177300.0            -9.0            -9.0    -9.0000  1500.0000 RC   21.400 100.0000  -9.0000  -9.0000  -9.0000 P60 cenko09 1 USNOB1  0.000  0.000 0 nnn
