T_start(s)	T_end(s)	Midtime(s)	Exp_time(s)	Mag	MagErr	Filter	Telescope	Source
47900.	-9.	-9.	300.	19.36	0.09	IC	OSN	page09
50500.	-9.	-9.	300.	19.34	0.08	IC	OSN	page09
52600.	-9.	-9.	300.	19.42	0.13	IC	OSN	page09
53600.	-9.	-9.	300.	19.51	0.08	IC	OSN	page09
52200.	-9.	-9.	1800.	19.91	0.03	ii	LT	page09
125000.	-9.	-9.	1800.	20.67	0.06	ii	LT	page09
174000.	-9.	-9.	1500.	21.11	0.06	ii	FTN	page09
178000.	-9.	-9.	1800.	21.08	0.05	ii	FTN	page09
224000.	-9.	-9.	1800.	21.54	0.06	ii	LT	page09
243000.	-9.	-9.	1800.	21.6	0.07	ii	FTN	page09
262000.	-9.	-9.	1800.	21.66	0.07	ii	FTN	page09
311000.	-9.	-9.	900.	21.9	0.09	ii	INT	page09
402000.	-9.	-9.	1200.	22.63	0.1	ii	INT	page09
3320.	-9.	-9.	300.	15.95	0.12	RC	FTS	page09
3700.	-9.	-9.	180.	16.3	0.12	RC	FTS	page09
3890.	-9.	-9.	180.	16.27	0.12	RC	FTS	page09
4080.	-9.	-9.	180.	16.46	0.12	RC	FTS	page09
4260.	-9.	-9.	180.	16.48	0.12	RC	FTS	page09
4450.	-9.	-9.	180.	16.66	0.12	RC	FTS	page09
4710.	-9.	-9.	300.	16.39	0.12	RC	FTS	page09
5690.	-9.	-9.	300.	16.97	0.12	RC	FTS	page09
6620.	-9.	-9.	300.	16.84	0.12	RC	FTS	page09
7420.	-9.	-9.	300.	16.97	0.12	RC	FTS	page09
245000.	-9.	-9.	1800.	21.55	0.09	RC	FTN	page09
265000.	-9.	-9.	1800.	21.56	0.06	RC	FTN	page09
38100.	-9.	-9.	120.	19.31	0.07	RC	NOT	page09
43100.	-9.	-9.	300.	19.66	0.07	RC	OSN	page09
47500.	-9.	-9.	300.	19.78	0.04	RC	OSN	page09
48200.	-9.	-9.	300.	19.81	0.06	RC	OSN	page09
48900.	-9.	-9.	300.	19.75	0.04	RC	OSN	page09
