z=   1.1000000e+00 0.
TotalEnergy(erg)    4.4548055745648738e+05    7.7143252550077843e+04
TotalEnergy_common(erg)    8.4530379056417011e+05    3.5753378665704385e+05
Energy1(erg)    5.4503485970410302e+07   -3.5712163458923794e+07
Energy2(erg)    6.3538891696102475e+05    1.1475634955139390e+05
Energy3(erg)    1.6616321005650572e+05    3.4812809326659240e+04
T_min_T_max    4.5523809006965621e+01    2.0698928336428138e+05
Interval1    4.5523809006965621e+01    0.0000000000000000e+00
Interval2    0.0000000000000000e+00    1.2845976466396578e+05
Interval3    1.2845976466396578e+05    2.0698928336428138e+05
