z=   3.0820000e+00 0.
TotalEnergy(erg)    4.4737221632112181e+06    9.5660583132137323e+05
TotalEnergy_common(erg)                      -NaN                      -NaN
Energy1(erg)    3.2105654488178838e+07    2.3873420286039161e+06
Energy2(erg)    2.8488020867783006e+07   -2.0299035871819218e+06
Energy3(erg)    5.6623701439682590e+06    1.0743092898210417e+06
Energy4(erg)    8.5344433141091478e+05    6.6154875351156865e+05
T_min_T_max    3.1651151263270936e+01    2.6099460938748912e+03
Interval1    3.1651151263270936e+01    1.9500615716827232e+02
Interval2    1.9500615716827232e+02    0.0000000000000000e+00
Interval3    0.0000000000000000e+00    2.0000000000000000e+03
Interval4    2.0000000000000000e+03    2.6099460938748912e+03
