Time (s)     Err_Time (s)     Flux (erg/cm^2/s/A)    Err_Flux (Jy)
            521.3000              16.6000    1.3652075983614946e+47    2.1375845936205846e+45
            629.3000              16.5000    1.2450841259679335e+47    2.0641768059669940e+45
            739.0000              16.5000    1.1673435708125776e+47    2.0428100662704100e+45
            848.7000              16.5000    1.0944569799715942e+47    1.0080321598214957e+45
            972.3000              16.5000    1.0261212816504045e+47    1.9846945731902408e+45
           1076.0000              16.5000    9.6205232724924438e+46    1.5949493360463923e+45
           1185.7000              16.5000    8.9371427335670381e+46    1.3170260623798134e+45
           1294.6000              16.5000    8.3023051842227336e+46    1.3764070587607395e+45
           1443.2000              28.7500    7.8559496838423002e+46    1.2300515344768273e+45
           1624.6000              28.7500    7.0990247866756461e+46    1.1769198565798798e+45
           1808.7000              28.7000    6.6557759198178865e+46    7.9692552453645811e+44
           1998.7000              28.7500    6.1829921006615007e+46    8.5421195105596889e+44
           2209.5000              28.7500    5.7437918249338993e+46    1.0051433058708749e+45
           2388.4000              28.7500    5.2868707189694396e+46    7.7910208361821339e+44
           2584.5000              28.7000    5.0956394402930483e+46    8.9171892517206831e+44
           2779.8000              28.7500    4.8662978831789185e+46    8.0676470062416530e+44
           3545.3000              16.5000    4.7336777539850189e+46    1.0463708299337262e+45
           3679.2000              16.5000    5.1903744519361171e+46    1.0039074514675640e+45
           3795.0000              16.5000    5.9593472361837076e+46    1.0977523604029530e+45
           4034.3000              16.5000    7.4335915225500492e+46    1.2323863814384431e+45
           4141.5000              16.5000    7.9286398923792328e+46    1.4605094839578517e+45
           4254.6000              16.5000    8.3023051842227336e+46    1.2999399999406989e+45
           4370.4000              16.5000    8.6935807789963358e+46    1.6814876469488739e+45
           4498.3000              16.5000    9.1875283925722806e+46    1.6924053221765413e+45
           4614.9000              16.4500    9.7993821566249478e+46    1.6246016585254407e+45
           4730.7000              16.5000    9.9815662757291297e+46    1.2870707568807408e+45
           4846.5000              16.5000    1.0944569799715942e+47    1.9152611036608414e+45
           4983.9000              16.5000    1.1355302172342824e+47    1.3596206135815778e+45
           5091.0000              16.4500    1.0844229379178775e+47    2.0974599771159325e+45
           5206.8000              16.5000    1.0548694018253629e+47    1.4573559777734176e+45
           5304.4000              16.5000    1.1251196134723328e+47    1.3471555366864412e+45
           5646.5000              16.5000    1.1460371491282636e+47    2.0055245799909756e+45
           5739.9000              16.5000    1.2111521264053993e+47    2.3425759659895353e+45
           5936.8000              16.4500    1.2566047477138673e+47    2.3147515545340700e+45
           6576.2000              16.5000    1.1890461084564069e+47    2.1903039384257288e+45
           6691.1000              16.5000    1.1045838658747030e+47    2.0347187333951730e+45
           6794.8000              16.5000    1.0646299883723406e+47    1.6669528237188896e+45
           6905.4000              16.5000    1.0451983008750453e+47    2.1178591245682259e+45
           7016.8000              16.4500    1.0356158651125028e+47    1.9076749773789329e+45
           7124.0000              16.5000    1.0646299883723406e+47    1.9611209690810471e+45
           7236.3000              16.5000    1.0451983008750453e+47    2.0215928007242156e+45
           7341.7000              16.5000    9.8900547246993840e+46    2.2772693233566523e+45
           7619.1000              98.0000    1.0646299883723406e+47    1.3727846783567329e+45
           8056.2000              96.6500    1.1045838658747030e+47    1.3225671767068626e+45
           8502.1000              96.4000    1.0451983008750453e+47    1.3477285338161437e+45
           8944.4000              98.6000    9.7993821566249478e+46    9.0255647695857816e+44
           9384.2000              95.4500    9.0198370983697390e+46    1.3292123546774669e+45
           9824.8000              98.9500    8.4566565639675429e+46    1.0125529388689087e+45
          10257.7000              94.3500    8.5349050449150293e+46    1.2577501243066309e+45
          10692.3000              98.9500    8.3791254694162134e+46    1.1576189972177095e+45
          11137.3000              97.6500    8.0760443155765500e+46    7.4383119146958490e+44
          11582.2000             100.9000    7.5717923092600297e+46    1.0460817960274620e+45
          12028.9000              99.6000    7.7125624404636362e+46    1.2786358907114718e+45
          12471.3000              97.5500    7.7839259031529383e+46    1.3621595721810688e+45
          12911.1000              98.2000    7.0990247866756461e+46    1.1115354201032197e+45
          13350.0000              98.0500    6.9055566499193133e+46    1.2084480516593901e+45
          14271.9000              95.8500    6.7173610570777781e+46    9.2803775277343406e+44
          14710.8000              98.8500    6.9055566499193133e+46    1.0812429935899807e+45
          15285.3000              94.2500    6.7795160346053946e+46    2.4352244293084887e+45
          16262.5000             101.9500    6.4743875454187259e+46    5.9631314710051182e+44
          16825.8000              89.2000    6.4743875454187259e+46    8.9446972065076765e+44
          17223.3000              89.9000    6.0701397748669848e+46    6.7089666049766670e+44
          17828.9000              90.1500    5.5360332634862356e+46    6.6285377775695314e+44
          18337.0000              90.1500    5.0956394402930483e+46    6.1012347511773092e+44
          18774.2000              89.6500    4.9113251837812842e+46    5.8805471298996324e+44
          19285.6000              89.9000    4.7336777539850189e+46    6.1038298412800689e+44
          19684.0000              89.9000    4.5206271565681405e+46    6.2454774008129966e+44
          20325.0000             205.5500    4.5206271565681405e+46    4.5800167605961975e+44
          20956.6000              89.6500    4.2383682654037654e+46    5.8555223204909312e+44
          82337.8000             174.0500    2.5072559516786547e+45    1.8012291475942655e+44
          83119.7000             174.6000    2.6013492970235175e+45    1.6531926067791122e+44
          91951.5000             170.2000    1.9373079882829468e+45    1.7843266491104846e+44
          92720.5000             173.4000    1.9195466416232365e+45    1.7679678438194904e+44
         107789.5000             175.4500    1.7506473414069595e+45    2.4186087524746998e+44
         108578.3000             174.2000    1.7345973098695438e+45    2.7159594556629798e+44
