read serr 2
skip single
!Main filter is RC
!
/Users/elena/Desktop/ANALISIOTTICA2011/ANALISI/LC_FIT/060912A_LC/comb/060912A_u_combLC.dat
       694.00000       17.487256      0.20444624
       842.00000       18.043353      0.27275139
       1600.0000       18.659031      0.28282655
       5320.0000       19.701712      0.25420389
       12950.000       20.376973      0.33254077
       13420.000       20.317391      0.31295769
no no
!
/Users/elena/Desktop/ANALISIOTTICA2011/ANALISI/LC_FIT/060912A_LC/comb/060912A_white_combLC.dat
       215.00000       16.238809      0.16946555
       722.00000       18.227234      0.28476073
       960.00000       18.149257      0.19864705
       1475.0000       18.227234      0.27749477
       1795.0000       18.753582      0.37500000
       5730.0000       20.088946      0.27738088
       7160.0000       20.332626      0.30649993
no no
!
/Users/elena/Desktop/ANALISIOTTICA2011/ANALISI/LC_FIT/060912A_LC/comb/060912A_RC_combLC.dat
       1250.0000       18.310000     0.070000000
       1740.0000       18.730000      0.10000000
       3090.0000       19.170000      0.10000000
       13650.000       20.780000      0.20000000
       16400.000       21.060000      0.20000000
       19180.000       21.550000      0.30000000
       20200.000       21.070000      0.15000000
       22300.000       21.100000      0.15000000
       23880.000       21.570000      0.20000000
       24800.000       21.360000      0.20000000
no no
!
/Users/elena/Desktop/ANALISIOTTICA2011/ANALISI/LC_FIT/060912A_LC/comb/060912A_CR_combLC.dat
       109.00000       15.535160     0.080541557
       134.00000       15.755091     0.080557651
       160.00000       15.885051     0.080567266
       197.00000       16.184957     0.080589752
       230.00000       16.374898     0.080604207
       257.00000       16.554842     0.080618054
       347.00000       16.874742     0.080643040
       467.00000       17.294612     0.080676547
       591.00000       17.604515     0.080701797
       2460.0000       18.994082     0.080820423
no no
