Time	Mag	MagErr	Band	GCN
169	14.37	0.14	White	30475
143	14.33	0.01	r	30476
361	13.94	0.01	r	30476
452	14.01	0.01	r	30476
2845.15	16.20	0.03	r'	30478
11294	>17.6	?	Clear	30480
1340.64	15.95	0.23	g'	30481
1091.72	15.11	0.08	r'	30481
3011.97	16.34	0.08	r'	30481
4434.11	16.81	0.19	r'	30481
4632.22	16.88	0.07	r'	30481
169.	14.31	0.02	white_swift	30482
646.5	14.52	0.06	v_swift	30482
573.	14.65	0.04	b_swift	30482
432.5	13.68	0.02	u_swift	30482
695.5	14.08	0.06	w1_swift	30482
4939.5	17.08	0.14	w2_swift	30482
48222	19.41	0.05	r	30484
48222	19.35	0.04	i	30484
30168	18.92	0.03	r'	30487
2222.21	16.00	0.15	CR	30488
8352.29	17.33	0.12	CR	30488
104040.	19.8	0.4	i'	30492
89576.9	20.37	0.07	r'	30494
173436.	>21.0	?	r	30504
174145	21.3	0.2	r'	30505
2552.5	16.08	0.16	R	31754
3505.5	16.24	0.12	R	31754
4363.5  16.78   0.14 	R	31754
4948.5 	16.60  	0.14 	R	31754
5994 	17.04  	0.22 	R	31754
