time_sec	mag	mag_err	band	source
8460.4	19.81015509728725	0.13019	r	nissim
8934.6	20.41293309728725	0.19658	r	nissim
9679.0	20.129835097287252	0.156086	r	nissim
10008.7	20.570647097287253	0.214101	r	nissim
10097.5	19.96083709728725	0.135021	r	nissim
13486.1	20.42332809728725	0.210471	r	nissim
18020.75	21.515322097287253	0.044169	r	nissim
3715.6	18.39681624122265	0.060584	i	nissim
3999.1	18.91711524122265	0.112717	i	nissim
4088.8	17.857240241222648	0.075554	i	nissim
4384.5	18.128018241222648	0.097225	i	nissim
4479.5	17.705683241222648	0.092477	i	nissim
5163.9	19.34847324122265	0.090768	i	nissim
5276.6	18.512521241222647	0.066135	i	nissim
5561.9	18.01756924122265	0.086891	i	nissim
5659.5	18.10135924122265	0.098611	i	nissim
5950.9	18.412671241222647	0.082377	i	nissim
6038.4	17.960334241222647	0.129061	i	nissim
6338.1	18.76997524122265	0.112179	i	nissim
6425.5	18.35167024122265	0.089871	i	nissim
6712.2	18.14957524122265	0.088543	i	nissim
6822.0	18.446341241222648	0.065092	i	nissim
7110.7	18.221609241222648	0.075269	i	nissim
7493.1	18.870048241222648	0.120345	i	nissim
7587.9	18.32826924122265	0.097704	i	nissim
7878.9	19.03883524122265	0.100075	i	nissim
8251.4	19.274947241222648	0.088461	i	nissim
8367.6	18.757165241222648	0.074889	i	nissim
8656.9	18.73169224122265	0.095449	i	nissim
8744.3	18.483490241222647	0.107898	i	nissim
9027.5	19.00238724122265	0.130902	i	nissim
9116.5	18.89810524122265	0.099304	i	nissim
9411.1	19.127606241222647	0.123576	i	nissim
9499.2	18.429599241222647	0.108677	i	nissim
9784.7	18.652493241222647	0.125481	i	nissim
9899.0	19.103454241222646	0.104864	i	nissim
10284.8	18.89670924122265	0.135329	i	nissim
11849.2	19.26774524122265	0.132756	i	nissim
13392.5	19.813526241222647	0.189492	i	nissim
14910.8	19.56009024122265	0.152313	i	nissim
16809.1	20.539116241222647	0.182296	i	nissim
18145.2	17.625830241222648	0.045187	i	nissim
18020.75	20.29202124122265	0.047949	i	nissim


time_sec	mag	mag_err	band	source
43.32	17.839292097287252	0.38	r	manual
48.72	17.39929209728725	0.31	r	manual
70.34	18.58929209728725	0.43	r	manual
76.08	17.68929209728725	0.27	r	manual
376.48	17.16929209728725	0.25	r	manual
395.56	17.37929209728725	0.09	r	manual
546.6	17.359292097287252	0.19	r	manual
587.28	17.819292097287253	0.2	r	manual
709.32	18.19929209728725	0.31	r	manual
1148.16	18.77929209728725	0.31	r	manual
1468.2	18.959292097287253	0.36	r	manual
1986.98	19.17929209728725	0.22	r	manual
4464.84	19.459292097287253	0.35	r	manual
3675.64	19.479292097287253	0.04	r	manual
5236.64	19.61929209728725	0.02	r	manual
6781.94	19.749292097287253	0.02	r	manual
8327.63	20.64929209728725	0.05	r	manual
9859.04	20.18929209728725	0.09	r	manual
11809.13	20.549292097287253	0.05	r	manual
13352.44	20.43929209728725	0.06	r	manual
16545.99	20.999292097287253	0.07	r	manual
16400.54	21.08929209728725	0.07	r	manual
21307.24	20.779198241222648	0.12	i	manual
0.84	20.929198241222647	0.09	i	manual
24352.43	21.209198241222648	0.11	i	manual
103126.14	22.48919824122265	0.29	i	manual
5818.0	19.60929209728725	0.02	r	manual
568.0	18.64929209728725	0.03	r	manual
2106.84	19.05929209728725	0.05	r	manual
50.0	12.707720854127778	0.1	H	manual
