time_sec	flux	flux_err	band	logF	logT	mag	mag_err	source
1237108.0	4.105333906986049e-15	1.1347081103353605e-15	r'	-14.443840859892966	6.092407615358002	24.2	0.3	manual
29488.0	4.2306147065879276e-15	5.259151461288722e-16	g'	-14.456264538417614	4.469645317874998	24.4	0.1	manual
29488.0	3.414668012110377e-15	3.154057664510169e-16	r'	-14.523840859892966	4.469645317874998	24.4	0.1	manual
29488.0	5.0783699787187145e-15	9.733366467831057e-16	i'	-14.336773478336095	4.469645317874998	23.8	0.2	manual
29488.0	3.3907008175819704e-15	1.0003038635643325e-15	z'	-14.501321095359364	4.469645317874998	24.1	0.3	manual
29488.0	6.326018468966241e-15	1.2445586822306469e-15	J	-14.216614510077068	4.469645317874998	22.3	0.056	manual
29488.0	6.4125138259914915e-15	1.7962395359054343e-15	H	-14.204209329435065	4.469645317874998	21.6	0.056	manual
29488.0	2.5325002714623602e-14	9.27139706925829e-15	K	-13.604009003799783	4.469645317874998	19.4	0.056	manual
2539547.0	1.7272232930785723e-14	1.1200990397491237e-15	r	-13.819840859892963	6.404756254830206	22.64	0.07	manual
2539547.0	2.2788951163248374e-14	1.5990300832681029e-15	i	-13.684773478336096	6.404756254830206	22.17	0.05	manual
2539547.0	1.3778113031791741e-14	2.0978155947273364e-15	Z	-13.892420823089422	6.404756254830206	22.07	0.13	manual
2539547.0	1.597231725751673e-14	3.040734614683006e-15	Y	-13.823111865524478	6.404756254830206	21.69	0.14	manual
120347.0	1.2053979693725155e-14	2.9663799208289606e-15	J	-13.936614510077067	5.080435268689282	21.6	0.17	manual
120347.0	6.180566939880592e-15	2.182241440379716e-15	H	-14.220209329435065	5.080435268689282	21.64	0.24	manual
