Time (s).       Flux (mJ)       Pos err (mJ)    Neg err (mJ).               Beta                     Redshift
13237.48473	0.008219114	0.000300409	0.000311806		    0.44		     0.145
13582.53275	0.008142569	0.000297652	0.000308945		    0.44		     0.145
15846.28821	0.007145638	0.000261638	0.000271582		    0.44		     0.145
15962.37555	0.007212431	0.000264062	0.000274097		    0.44		     0.145
88286.46288	0.002681667	0.000100326	0.000104225		    0.44		     0.145
88538.79472	0.002681559	0.000100326	0.000104226		    0.44		     0.145
94879.40609	0.002343723	0.000131225	0.000139009		    0.44		     0.145
94931.80788	0.002129445	0.000100124	0.000105064		    0.44		     0.145
95077.72926	0.002389271	0.000113979	0.000119689		    0.44		     0.145
95077.72926	0.002343638	0.000131225	0.000139009		    0.44		     0.145
104132.7511	0.002457547	0.000117317	0.000123199		    0.44		     0.145
104132.7511	0.002230172	0.000145659	0.000155838		    0.44		     0.145
128904.2725	0.001945148	5.76065E-05	5.93646E-05		    0.44		     0.145
131704.2047	0.001573099	0.000153486	0.000170081		    0.44		     0.145
147552.3354	0.001513614	1.65275E-05	1.671E-05		    0.44		     0.145
148929.4533	0.001554412	7.52765E-05	7.91075E-05		    0.44		     0.145
162990.393	0.0013133	8.06217E-05	8.58946E-05		    0.44		     0.145
162990.393	0.00137343	9.35714E-05	0.000100412		    0.44		     0.145
165988.5764	0.001325155	1.52382E-05	1.54155E-05		    0.44		     0.145
165988.5764	0.001413936	2.83643E-05	2.8945E-05		    0.44		     0.145
166355.3886	0.001331168	5.27508E-05	5.49274E-05		    0.44		     0.145
166407.7904	0.001086563	4.39258E-05	4.57764E-05		    0.44		     0.145
166763.3188	0.001191825	5.01294E-05	5.23305E-05		    0.44		     0.145
166763.3188	0.001330982	5.27512E-05	5.49282E-05		    0.44		     0.145
201796.4437	0.000980675	4.35474E-05	4.5571E-05		    0.44		     0.145
242221.8341	0.000758892	3.69411E-05	3.88314E-05		    0.44		     0.145
242221.8341	0.000783831	5.0927E-05	5.44658E-05		    0.44		     0.145
244276.786	0.000740346	4.08471E-05	4.32324E-05		    0.44		     0.145
244485.5895	0.00074024	4.08476E-05	4.32333E-05		    0.44		     0.145
245167.6157	0.000729469	6.91301E-05	7.63672E-05		    0.44		     0.145
245240.1747	0.000729414	6.91302E-05	7.63679E-05		    0.44		     0.145
273159.8253	0.00056798	7.31161E-05	8.3919E-05		    0.44		     0.145
276117.7991	0.000637385	1.9145E-05	1.97379E-05		    0.44		     0.145
293192.552	0.000529513	2.66511E-05	2.80636E-05		    0.44		     0.145
293544.9432	0.000573629	1.87069E-05	1.93376E-05		    0.44		     0.145
314662.0087	0.000467018	3.62079E-05	3.9251E-05		    0.44		     0.145
314809.5371	0.000466937	3.62084E-05	3.92522E-05		    0.44		     0.145
315385.9563	0.000459082	2.92714E-05	3.12648E-05		    0.44		     0.145
315416.5939	0.000459056	2.92718E-05	3.12654E-05		    0.44		     0.145
317680.3493	0.000522509	3.82783E-05	4.13041E-05		    0.44		     0.145
317680.3493	0.000490294	3.75418E-05	4.06548E-05		    0.44		     0.145
320678.5327	0.000535226	1.90464E-05	1.97492E-05		    0.44		     0.145
320678.5327	0.000514512	2.08197E-05	2.16977E-05		    0.44		     0.145
351183.9301	0.000494336	2.55254E-05	2.69151E-05		    0.44		     0.145
393138.8646	0.000404119	3.68202E-05	4.05113E-05		    0.44		     0.145
393138.8646	0.000375322	6.43829E-05	7.7714E-05		    0.44		     0.145
396911.7904	0.000329278	2.70772E-05	2.95033E-05		    0.44		     0.145
396923.0742	0.000407772	2.01292E-05	2.11744E-05		    0.44		     0.145
396923.0742	0.000390416	1.4891E-05	1.54815E-05		    0.44		     0.145
396923.0742	0.000329272	2.70772E-05	2.95034E-05		    0.44		     0.145
397447.0917	0.000365477	2.97512E-05	3.23877E-05		    0.44		     0.145
397666.3755	0.000365275	2.97547E-05	3.23934E-05		    0.44		     0.145
427978.0611	0.000338048	3.02793E-05	3.32582E-05		    0.44		     0.145
467842.7948	0.000341543	3.80193E-05	4.27816E-05		    0.44		     0.145
467842.7948	0.000287511	4.57505E-05	5.44083E-05		    0.44		     0.145
472853.2052	0.000306061	2.8533E-05	3.14666E-05		    0.44		     0.145
473124.8908	0.00026814	3.01422E-05	3.39597E-05		    0.44		     0.145
473124.8908	0.000305899	2.8535E-05	3.14707E-05		    0.44		     0.145
473272.4192	0.000268001	3.01447E-05	3.39651E-05		    0.44		     0.145
503753.5022	0.000280553	3.72888E-05	4.30046E-05		    0.44		     0.145
541792.1397	0.000223	2.7251E-05	3.10447E-05		    0.44		     0.145
542023.5109	0.000222864	2.72527E-05	3.10495E-05		    0.44		     0.145
542546.7249	0.000300815	4.01701E-05	4.63611E-05		    0.44		     0.145
542546.7249	0.000190251	3.07814E-05	3.6723E-05		    0.44		     0.145
542546.7249	0.000275882	8.65067E-05	0.000126023		    0.44		     0.145
542547.5284	0.000190251	3.07815E-05	3.6723E-05		    0.44		     0.145
579302.5677	0.000268237	3.51411E-05	4.04389E-05		    0.44		     0.145
597263.9581	0.000243801	4.0417E-05	4.84487E-05		    0.44		     0.145
