z=   1.1650000e+00 0.
Total_Energy(erg)    3.8052986044710519e+05    1.1920529111147142e+04
Total_Energy_common(erg)            -NaN                      -NaN
T_min_T_max    1.6609700061713522e+02    2.3251270617536065e+03
