Time	Mag	MagErr	Band	GCN
756	>14.9    ?   P   26033  
921	>17.3    ?   P   26033 
1107    >17.4   ?   P-   26033  
1107    >17.8    ?   P   26033 
1311    >17.7   ?   P-   26033 
1311    >18.0    ?   P   26033 
1515    >17.8   ?   P-   26033  
1515    >18.1    ?   P   26033 
1720    >17.7   ?   P-   26033  
1720    >18.0    ?   P   26033 
1924    >17.9   ?   P-   26033  
1924    >18.1    ?   P   26033 
2135    >18.0   ?   P-   26033  
2135    >18.2    ?   P   26033 
2348    >18.2    ?   P   26033 
2348    >18.0   ?   P-   26033  
2553    >17.9   ?   P-   26033  
2553    >18.1    ?   P   26033 
1198.97 18.37  0.03   R  26036
16332	18.66	0.01	i 26039
37080	19.14	0.01	r'	26042
37080	18.73	0.01	i'	26042
129    >18.1   ?	   P-    26044  
129    >18.3   ?	   P    26044      
344    >18.3   ?	   P-    26044      
548    >18.3   ?	   P-    26044      
548    >18.4   ?	   P    26044      
753    >18.3   ?	   P    26044      
753    >18.3   ?	   P-    26044      
958    >18.2   ?	   P-    26044      
958    >18.6   ?	   P    26044      
1162   >18.7   ?	   P    26044      
1162   >18.3   ?   P-    26044      
1366   >18.3   ?   P-    26044      
1366   >18.5   ?	   P    26044      
1576   >18.3   ?   P-    26044      
1576   >18.8   ?	   P    26044      
1781   >18.3  ?	   P-    26044      
1781   >18.7   ?	   P    26044      
1985   >18.3  ?	   P-    26044      
1985   >18.7   ?	   P    26044   
2190   >18.7   ?	   P    26044   
2190   >18.3   ?   P-    26044      
2395   >18.5   ?   P-    26044      
2395   >18.7   ?	   P    26044      
2599   >18.4   ?   P-    26044      
2599   >18.9   ?	   P    26044      
4641.	19.55	0.3	b	26053
5461.	>19.20	?	uvm2	26053
4436.	>19.43	?	u	26053
5256.	>18.75	?	v	26053
4231.	>19.13	?	uvw1	26053
5051.5	>19.28	?	uvw2	26053
4846.	19.66	0.2	white	26053
28325.	20.27	0.18	white	26053
