time_sec	mag	mag_err	band	source
475923.0	21.159665226940067	0.08	R	manual
478757.0	21.469665226940062	0.2	R	manual
647335.0	21.869665226940068	0.2	R	manual
659002.0	21.66966522694007	0.3	R	manual
194625.0	20.00966522694007	0.09	R	manual
210052.0	20.16966522694007	0.4	R	manual
204106.0	20.139665226940068	0.13	R	manual
205864.0	19.838338481578976	0.15	I	manual
285273.0	20.679665226940067	0.04	R	manual
377556.0	20.98966522694007	0.05	R	manual
726104.0	21.729665226940067	0.09	R	manual
983436.0	21.933390983659773	0.15	r	manual
1066228.0	21.869665226940068	0.4	R	manual
1074461.0	22.253390983659774	0.14	r	manual
208800.0	20.25966522694007	0.03	R	manual
2255.0	17.183390983659773	0.02	r	manual
81575.0	19.333390983659772	0.06	r	manual
85055.0	19.806087710734456	0.07	g	manual
265835.0	20.773390983659773	0.1	r	manual
