Tstart(daltrigger) Tend  Tmid(s)  Terr Exposure Filter     Mag         Err   Err+   Err-   1sigma   Telescope       Reference  UpperLimit  Calib GAL_Extinction Host_ext Corrected? Notes 
-9. -9. 385.     -9. 387.    v      15.03 0.04 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.10 0. 0. 0 E(B-V)=0.03
-9. -9. 728.     -9. 19.     v      16.00 0.16 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.10 0. 0. 0 E(B-V)=0.03
-9. -9. 1065.    -9. 392.    v      16.78 0.05 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.10 0. 0. 0 E(B-V)=0.03
-9. -9. 1413.    -9. 19.     v      16.83 0.22 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.10 0. 0. 0 E(B-V)=0.03
-9. -9. 1571.    -9. 19.     v      16.81 0.21 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.10 0. 0. 0 E(B-V)=0.03
-9. -9. 1724.    -9. 19.     v      16.95 0.23 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.10 0. 0. 0 E(B-V)=0.03
-9. -9. 1883.    -9. 19.     v      17.18 0.27 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.10 0. 0. 0 E(B-V)=0.03
-9. -9. 2041.    -9. 19.     v      17.36 0.29 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.10 0. 0. 0 E(B-V)=0.03
-9. -9. 2199.    -9. 19.     v      16.58 0.20 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.10 0. 0. 0 E(B-V)=0.03
-9. -9. 6555.    -9. 195.    v      18.53 0.17 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.10 0. 0. 0 E(B-V)=0.03
-9. -9. 7947.    -9. 127.    v      18.79 0.36 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.10 0. 0. 0 E(B-V)=0.03
-9. -9. 18360.   -9. 871.    v      19.90 0.22 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.10 0. 0. 0 E(B-V)=0.03
-9. -9. 110400.  -9. 15610.  v      22.17 100. -9. -9. -9. UVOT ziaeepour08 1 NNN 0.10 0. 0. 0 E(B-V)=0.03
-9. -9. 197400.  -9. 22490.  v      22.35 100. -9. -9. -9. UVOT ziaeepour08 1 NNN 0.10 0. 0. 0 E(B-V)=0.03
-9. -9. 675.     -9. 10.     b      16.70 0.20 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.13 0. 0. 0 E(B-V)=0.03
-9. -9. 817.     -9. 10.     b      17.26 0.20 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.13 0. 0. 0 E(B-V)=0.03
-9. -9. 1513.    -9. 19.     b      17.77 0.20 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.13 0. 0. 0 E(B-V)=0.03
-9. -9. 1666.    -9. 19.     b      17.69 0.19 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.13 0. 0. 0 E(B-V)=0.03
-9. -9. 1825.    -9. 19.     b      17.65 0.20 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.13 0. 0. 0 E(B-V)=0.03
-9. -9. 1983.    -9. 19.     b      17.59 0.17 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.13 0. 0. 0 E(B-V)=0.03
-9. -9. 2136.    -9. 19.     b      18.08 0.28 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.13 0. 0. 0 E(B-V)=0.03
-9. -9. 5943.    -9. 195.    b      18.99 0.12 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.13 0. 0. 0 E(B-V)=0.03
-9. -9. 7372.    -9. 193.    b      19.62 0.20 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.13 0. 0. 0 E(B-V)=0.03
-9. -9. 21710.   -9. 2663.   b      20.13 0.08 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.13 0. 0. 0 E(B-V)=0.03
-9. -9. 654.     -9. 19.     u      18.11 0.33 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.15 0. 0. 0 E(B-V)=0.03
-9. -9. 1455.    -9. 117.    u      19.21 0.28 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.15 0. 0. 0 E(B-V)=0.03
-9. -9. 24580.   -9. 5273.   u      21.72 0.32 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.15 0. 0. 0 E(B-V)=0.03
-9. -9. 284300.  -9. 1808.   u      21.65 100. -9. -9. -9. UVOT ziaeepour08 1 NNN 0.15 0. 0. 0 E(B-V)=0.03
-9. -9. 132.     -9. 97.     white  15.52 0.06 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.13 0. 0. 0 E(B-V)=0.03
-9. -9. 686.     -9. 10.     white  16.31 0.24 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.13 0. 0. 0 E(B-V)=0.03
-9. -9. 833.     -9. 10.     white  16.70 0.18 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.13 0. 0. 0 E(B-V)=0.03
-9. -9. 1324.    -9. 94.     white  17.28 0.08 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.13 0. 0. 0 E(B-V)=0.03
-9. -9. 1529.    -9. 10.     white  17.49 0.20 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.13 0. 0. 0 E(B-V)=0.03
-9. -9. 1682.    -9. 10.     white  17.37 0.29 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.13 0. 0. 0 E(B-V)=0.03
-9. -9. 1840.    -9. 10.     white  17.71 0.29 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.13 0. 0. 0 E(B-V)=0.03
-9. -9. 1999.    -9. 10.     white  17.23 0.41 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.13 0. 0. 0 E(B-V)=0.03
-9. -9. 2152.    -9. 10.     white  17.45 0.51 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.13 0. 0. 0 E(B-V)=0.03
-9. -9. 6149.    -9. 188.    white  18.72 0.10 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.13 0. 0. 0 E(B-V)=0.03
-9. -9. 7578.    -9. 195.    white  19.13 0.13 -9. -9. -9. UVOT ziaeepour08 0 NNN 0.13 0. 0. 0 E(B-V)=0.03
-9. -9. 36560.   -9. 747.    white  21.48 100. -9. -9. -9. UVOT ziaeepour08 1 NNN 0.13 0. 0. 0 E(B-V)=0.03
-9. -9. 24180.   -9. 4925.   uvw1   22.06 100. -9. -9. -9. UVOT ziaeepour08 1 NNN 0.23 0. 0. 0 E(B-V)=0.03
-9. -9. 284000.  -9. 3376.   uvw1   22.00 100. -9. -9. -9. UVOT ziaeepour08 1 NNN 0.23 0. 0. 0 E(B-V)=0.03
-9. -9. 23710.   -9. 3742.   uvm2   22.26 100. -9. -9. -9. UVOT ziaeepour08 1 NNN 0.29 0. 0. 0 E(B-V)=0.03
-9. -9. 283600.  -9. 5539.   uvm2   22.64 100. -9. -9. -9. UVOT ziaeepour08 1 NNN 0.29 0. 0. 0 E(B-V)=0.03
-9. -9. 9302.    -9. 1423.   uvw2   21.16 100. -9. -9. -9. UVOT ziaeepour08 1 NNN 0.21 0. 0. 0 E(B-V)=0.03
-9. -9. 284700.  -9. 7086.   uvw2   22.16 100. -9. -9. -9. UVOT ziaeepour08 1 NNN 0.21 0. 0. 0 E(B-V)=0.03
    84.6 -9. -9.  -9. 15.		BB 	16.61  100. -9. -9. -9. PROMPT nysewander09 1 NNN 0. 0. 0 nnn
   115.9 -9. -9.  -9. 20.		BB 	16.44  0.10 -9. -9. -9.	PROMPT nysewander09 0  NNN 0. 0. 0 nnn
   146.9 -9. -9.  -9. 20.		BB 	15.69  0.07 -9. -9. -9.	PROMPT nysewander09 0  NNN 0. 0. 0 nnn
   177.8 -9. -9.  -9. 20.		BB 	15.47  0.06 -9. -9. -9.	PROMPT nysewander09 0  NNN 0. 0. 0 nnn
   209.2 -9. -9.  -9. 20.		BB 	15.63  0.07 -9. -9. -9.	PROMPT nysewander09 0  NNN 0. 0. 0 nnn
   252.0 -9. -9.  -9. 40.		BB 	15.59  0.04 -9. -9. -9.	PROMPT nysewander09 0  NNN 0. 0. 0 nnn
   302.0 -9. -9.  -9. 40.		BB 	15.84  0.05 -9. -9. -9.	PROMPT nysewander09 0  NNN 0. 0. 0 nnn
   353.2 -9. -9.  -9. 40.		BB 	16.03  0.06 -9. -9. -9.	PROMPT nysewander09 0  NNN 0. 0. 0 nnn
   402.8 -9. -9.  -9. 40.		BB 	16.21  0.07 -9. -9. -9.	PROMPT nysewander09 0  NNN 0. 0. 0 nnn
   474.1 -9. -9.  -9. 80.		BB 	16.51  0.09 -9. -9. -9.	PROMPT nysewander09 0  NNN 0. 0. 0 nnn
   572.0 -9. -9.  -9. 80.		BB 	16.55  0.05 -9. -9. -9.	PROMPT nysewander09 0  NNN 0. 0. 0 nnn
   670.0 -9. -9.  -9. 80.		BB 	16.86  0.06 -9. -9. -9.	PROMPT nysewander09 0  NNN 0. 0. 0 nnn
   767.9 -9. -9.  -9. 80.		BB 	17.16  0.11 -9. -9. -9.	PROMPT nysewander09 0  NNN 0. 0. 0 nnn
   862.9 -9. -9.  -9. 80.		BB 	17.25  0.12 -9. -9. -9.	PROMPT nysewander09 0  NNN 0. 0. 0 nnn
  1000.1 -9. -9.  -9. 160.		BB 	17.60  0.09 -9. -9. -9.	PROMPT nysewander09 0  NNN 0. 0. 0 nnn
  1231.2 -9. -9.  -9. 240.		BB 	17.77  0.09 -9. -9. -9.	PROMPT nysewander09 0  NNN 0. 0. 0 nnn
  1513.1 -9. -9.  -9. 240.		BB 	17.89  0.08 -9. -9. -9.	PROMPT nysewander09 0  NNN 0. 0. 0 nnn
  1790.6 -9. -9.  -9. 240.		BB 	17.85  0.07 -9. -9. -9.	PROMPT nysewander09 0  NNN 0. 0. 0 nnn
  2062.8 -9. -9.  -9. 240.		BB 	17.75  0.08 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn
  2376.4 -9. -9.  -9. 320.		BB 	17.98  0.07 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn
  2919.6 -9. -9.  -9. 640.		BB 	18.56  0.09 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn
  3726.0 -9. -9.  -9. 800.		BB 	18.61  0.11 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn
  4558.3 -9. -9.  -9. 640.		BB 	18.91  0.11 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn
  7039.1 -9. -9.  -9. 960.		BB 	19.53  0.19 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn
  9371.9 -9. -9.  -9. 1200.		BB 	19.98  0.18 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn
 11153.2 -9. -9.  -9. 1360.		BB   	19.75  0.14 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn
    66.6 -9. -9.  -9. 5.		gg	16.63  0.15 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn
    92.9 -9. -9.  -9. 10.		gg	16.11  0.10 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn
   153.0 -9. -9.  -9. 10.		gg	15.04  0.03 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn

  214.9 -9. -9.  -9. 20.		gg	15.09  0.03 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn
  303.8 -9. -9.  -9. 20.		gg	15.37  0.02 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn
  410.0 -9. -9.  -9. 40.		gg	15.82  0.02 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn
  582.1 -9. -9.  -9. 80.		gg	16.10  0.01 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn
  772.9 -9. -9.  -9. 80.		gg	16.67  0.03 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn
 1051.9 -9. -9.  -9. 80.		gg	17.20  0.03 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn
 1144.1 -9. -9.  -9. 80.		gg	17.30  0.05 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn
 1424.2 -9. -9.  -9. 80.		gg	17.38  0.04 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn
 1516.0 -9. -9.  -9. 80.		gg	17.31  0.04 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn
 1797.8 -9. -9.  -9. 80.		gg	17.27  0.04 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn
 1888.9 -9. -9.  -9. 80.		gg	17.36  0.04 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn
 1984.0 -9. -9.  -9. 80.		gg	17.33  0.04 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn
 2054.2 -9. -9.  -9. 40.		gg	17.37  0.07 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn
 2518.9 -9. -9.  -9. 80.		gg	18.04  0.06 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn
 2608.9 -9. -9.  -9. 80.		gg	18.04  0.07 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn
 2700.0 -9. -9.  -9. 80.		gg	18.05  0.05 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn
 2770.9 -9. -9.  -9. 40.		gg	18.15  0.07 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn
 3372.1 -9. -9.  -9. 280.		gg	18.52  0.17 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn
 4430.5 -9. -9.  -9. 240.		gg	18.41  0.08 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn
 4705.6 -9. -9.  -9. 240.		gg	18.41  0.05 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn
 6806.5 -9. -9.  -9. 240.		gg	19.20  0.17 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn
 9015.1 -9. -9.  -9. 640.		gg	19.48  0.06 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn
11436.5 -9. -9.  -9. 800.		gg	19.74  0.08 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn
   65.2 -9. -9.  -9. 10.		rr	15.98  0.31 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn
   91.1 -9. -9.  -9. 10.		rr	15.75  0.16 -9. -9. -9.	PROMPT nysewander09 0 NNN 0. 0. 0 nnn
