Time	     Mag	MagErr	        Band	GCN
5.53	     17.4	0.2		I	8135
19880	     17.4	0.2		I	8137		
28460	     18.1	0.2		I	8137
50369.5      >22.1	?		white	8158
61342.5      >21.5	?	  	uvw2	8158
64359.5      >20.8	?	  	uvm2	8158
70134.       >20.9	?	  	uvw1	8158
73274.5      >20.8	?	 	u	8158
49457.5      >21.2	?	  	b	8158
53308.       >20.5	?	  	v	8158
