T_start(s)	T_end(s)	Midtime(s)	Exp_time(s)	Mag	MagErr	Filter	Telescope	Source
298.	-9.	-9.	60.	16.76	0.07	RC	P60	cenko09
384.	-9.	-9.	60.	16.87	0.11	ii	P60	cenko09
470.	-9.	-9.	60.	16.76	0.08	zz	P60	cenko09
556.	-9.	-9.	60.	17.04	0.09	RC	P60	cenko09
642.	-9.	-9.	60.	17.01	0.11	ii	P60	cenko09
727.	-9.	-9.	60.	16.8	0.14	zz	P60	cenko09
813.	-9.	-9.	60.	17.05	0.2	RC	P60	cenko09
899.	-9.	-9.	60.	16.98	0.06	ii	P60	cenko09
984.	-9.	-9.	60.	16.74	0.12	zz	P60	cenko09
1100.	-9.	-9.	120.	16.96	0.05	RC	P60	cenko09
1250.	-9.	-9.	120.	16.9	0.06	ii	P60	cenko09
1360.	-9.	-9.	60.	16.91	0.07	RC	P60	cenko09
1450.	-9.	-9.	60.	16.92	0.04	ii	P60	cenko09
1530.	-9.	-9.	60.	16.7	0.05	zz	P60	cenko09
1620.	-9.	-9.	60.	16.96	0.08	RC	P60	cenko09
1700.	-9.	-9.	60.	16.99	0.05	ii	P60	cenko09
1790.	-9.	-9.	60.	16.74	0.08	zz	P60	cenko09
1910.	-9.	-9.	120.	16.98	0.04	RC	P60	cenko09
2050.	-9.	-9.	120.	17.02	0.05	ii	P60	cenko09
2200.	-9.	-9.	120.	16.91	0.07	zz	P60	cenko09
2340.	-9.	-9.	120.	17.75	0.06	gg	P60	cenko09
2490.	-9.	-9.	120.	17.15	0.07	RC	P60	cenko09
2640.	-9.	-9.	120.	17.21	0.05	ii	P60	cenko09
2780.	-9.	-9.	120.	17.1	0.07	zz	P60	cenko09
2930.	-9.	-9.	120.	17.88	0.07	gg	P60	cenko09
3070.	-9.	-9.	120.	17.3	0.06	RC	P60	cenko09
3220.	-9.	-9.	120.	17.35	0.05	ii	P60	cenko09
3360.	-9.	-9.	120.	17.24	0.05	zz	P60	cenko09
3510.	-9.	-9.	120.	17.99	0.06	gg	P60	cenko09
83200.	-9.	-9.	540.	21.2	0.09	ii	P60	cenko09
83900.	-9.	-9.	540.	21.36	0.1	RC	P60	cenko09
84500.	-9.	-9.	540.	21.22	0.09	ii	P60	cenko09
85100.	-9.	-9.	540.	21.31	0.11	RC	P60	cenko09
85700.	-9.	-9.	540.	21.4	0.24	ii	P60	cenko09
86300.	-9.	-9.	540.	21.17	0.09	RC	P60	cenko09
87000.	-9.	-9.	540.	21.32	0.1	ii	P60	cenko09
87600.	-9.	-9.	540.	21.31	0.09	RC	P60	cenko09
88800.	-9.	-9.	1080.	21.19	0.07	ii	P60	cenko09
89400.	-9.	-9.	1080.	21.39	0.06	RC	P60	cenko09
91300.	-9.	-9.	1080.	21.32	0.07	ii	P60	cenko09
91900.	-9.	-9.	1080.	21.37	0.08	RC	P60	cenko09
93800.	-9.	-9.	1080.	21.29	0.08	ii	P60	cenko09
94400.	-9.	-9.	1080.	21.37	0.08	RC	P60	cenko09
256000.	-9.	-9.	1800.	21.7	100.	ii	P60	cenko09
99.	197.	-9.	-9.	18.5	0.06	white	UVOT	GCN7398
868.	967.	-9.	-9.	17.95	0.05	white	UVOT	GCN7398
6790.	6980.	-9.	-9.	18.99	0.07	white	UVOT	GCN7398
208.	602.	-9.	-9.	17.38	0.05	v	UVOT	GCN7398
7200.	7330.	-9.	-9.	18.5	0.3	v	UVOT	GCN7398
685.	695.	-9.	-9.	17.7	0.2	b	UVOT	GCN7398
6580.	6780.	-9.	-9.	18.9	0.1	b	UVOT	GCN7398
660.	680.	-9.	-9.	17.8	0.2	u	UVOT	GCN7398
1430.	1450.	-9.	-9.	17.3	0.2	u	UVOT	GCN7398
6380.	6580.	-9.	-9.	18.3	0.1	u	UVOT	GCN7398
638.	6370.	-9.	-9.	20.3	0.3	uvw1	UVOT	GCN7398
613.	6170.	-9.	-9.	19.8	100.	uvm2	UVOT	GCN7398
716.	7190.	-9.	-9.	20.8	100.	uvw2	UVOT	GCN7398
1830.	-9.	-9.	259.	15.63	0.03	J	PAIRITEL	GCN7406
1830.	-9.	-9.	259.	14.94	0.03	H	PAIRITEL	GCN7406
1830.	-9.	-9.	259.	14.29	0.03	KS	PAIRITEL	GCN7406
-9.	-9.	23500.	3600.	20.	0.2	gg	MITSuME	GCN7410
-9.	-9.	28000.	3600.	20.4	0.2	gg	MITSuME	GCN7410
