Time (s)     Err_Time (s)     Flux (erg/cm^2/s/A)    Err_Flux (erg/cm^2/s/A)
            354.2000              25.0000    8.3945955228740763e-16    1.3917074782267309e-16
           1057.4000              75.0000    6.0255927140798124e-16    7.2147087859537661e-17
           1308.9000             120.0000    5.5975730856603422e-16    5.6711108767061544e-17
           2305.7000             150.0000    3.5974914452388565e-16    4.3074356945351455e-17
           9684.8000             135.0000    1.1271968393789983e-16    5.1909332833472260e-18
          86875.6000             600.0000    5.1050471460424283e-17    4.7019221874411777e-18
         247317.3000             450.0000    7.1121309519795665e-18    5.2404117519696565e-19
